setTime,star,content,seg_result
8 小時前,5,,
15 小時前,5,,
15 小時前,5,平日早上去的沒有什麼遊客也沒有什麼店家開張但就是拍拍照不用擔心拍到其它人入境,平日 早上 沒有 遊客 沒有 店家 開張 拍拍照 擔心 拍到 其它 入境
1 天前,4,,
1 天前,4,,
1 天前,5,鼓舞人心的地方有許多不同的商店和一個名為 Soundscape 項目的美麗展覽我強烈推薦,鼓舞 人心 地方 許多 不同 商店 名為 項目 美麗 展覽 強烈 推薦
2 天前,5,東西多場地大好夾,東西 大好
2 天前,5,去逛逛還不錯喲,逛逛 不錯
2 天前,5,立體藍晒圖,立體 晒圖
2 天前,5,,
2 天前,4,有新的裝置藝術 越夜越美麗,裝置 藝術 美麗
2 天前,5,好拍好逛好買好舒服,舒服
3 天前,5,,
3 天前,3,,
3 天前,5,,
3 天前,5,,
3 天前,5,十年沒來過這了這次重遊發現變了好多還多了個文創園區整個好逛又好拍真的進步了很多值得專門來逛逛,重遊 發現 好多 園區 進步 很多 值得 專門 逛逛
3 天前,4,非常小的地方這是一個快速訪問,地方 快速 訪問
3 天前,5,有特色的文創區值得一去,特色 文創區 值得
3 天前,5,充滿台南味的好所在讓人感覺穿越時空回到那單純的美好,充滿 台南味 所在 感覺 穿越 時空 回到 單純 美好
3 天前,4,,
3 天前,5,,
3 天前,5,漂亮,漂亮
4 天前,4,"就在三越對面
很好散步的地方

晚上要拍藍晒圖很漂亮
但拍人就不好拍可以白天來

現在有蚊子記得噴防蚊液",三越 對面 散步 地方 晚上 藍晒圖 漂亮 白天 現在 蚊子 記得 防蚊液
4 天前,4,,
5 天前,3,,
5 天前,4,沒什麼吃的,
5 天前,5,都市中的寧靜,都市 寧靜
6 天前,3,,
6 天前,4,,
6 天前,5,,
6 天前,1,,
6 天前,4,"IGshe11006

有文創小店可逛逛和拍照
附近也有新天地新光三越和小西門逛街",小店 逛逛 拍照 附近 新天地 逛街
6 天前,5,,
6 天前,5,漂亮的打卡地點有小店也可以喝咖啡值得去,漂亮 打卡 地點 小店 咖啡 值得
1 週前,5,,
1 週前,4,沒什麼好逛的,
1 週前,3,,
1 週前,4,,
1 週前,5,一個四處漫遊並在每個角落髮現新事物的好地方很多小地方餐館咖啡館我們碰到了第一個地方那裡有很多小攤位當地藝術家製造商展示他們可以當場購買的商品那個地方也有一家小餐館酒吧我們點了意大利肉醬麵和熱雞翅意大利面和飲料非常好我們一定會在離開之前回來,漫遊 角落 髮現 事物 地方 很多 地方 餐館 咖啡館 碰到 第一 地方 那裡 很多 攤位 當地 藝術家 製造商 展示 購買 商品 地方 餐館 酒吧 意大利 肉醬麵 雞翅 意大利面 飲料 離開 之前 回來
1 週前,4,,
1 週前,5,,
1 週前,1,非常需要改善的劣勢為停車不易化妝室不足抄襲風太盛,需要 改善 劣勢 停車 不易 化妝室 不足 抄襲風
1 週前,4,可以進去逛逛環境衛生好,進去 逛逛 環境 衛生
1 週前,4,蠻多文創的東西可以買,東西
1 週前,5,"很好拍照也很多文創的店面
很值得逛",拍照 很多 店面 值得
1 週前,5,前身為舊司法宿舍的區域園區中隨處可見不同風格的彩繪牆裝置藝術進駐各種文創店家是到台南的推薦景點之一,前身 司法 宿舍 區域 園區 不同 風格 彩繪牆 裝置 藝術 進駐 文創 店家 台南 推薦 景點
1 週前,5,"充滿特色小店的文創園區

逛累了可以去對面的百貨公司吹冷氣",充滿 特色 小店 園區 逛累 對面 百貨公司 冷氣
1 週前,3,就是拍拍照的地方蚊蟲蜘蛛網多要防護一下,拍拍照 地方 蚊蟲 蜘蛛網 防護 一下
1 週前,5,,
1 週前,3,不知是時間的關係還是怎樣沒看到多少東西,時間 關係 看到 多少 東西
1 週前,5,感覺晚上過來會更漂亮有很多市集可以逛,感覺 晚上 過來 漂亮 很多 市集
1 週前,5,很棒的文藝網紅點精彩,文藝網 紅點 精彩
1 週前,4,有意思的文創園區,有意思 園區
1 週前,4,散步的好地方,散步 地方
1 週前,5,假日人潮真多但過附近還有很多地方可以逛休息吃喝所以要逛起來,假日 人潮 附近 很多 地方 休息 逛起來
2 週前,3,,
2 週前,5,把舊的建物作新的運用意外的很好看牆面藝術也很特別各家小店也很有自己的風格好逛好拍也很容易不小心手滑就買了一些小物園區的洗手間也安排的很有意思有好好利用空間也很適合長輩或者小孩來這裡走走,建物 運用 意外 好看 牆面 藝術 特別 小店 風格 容易 小心 一些 小物 園區 洗手間 安排 有意思 好好 利用 空間 適合 長輩 小孩 這裡 走走
2 週前,2,,
2 週前,3,"是個文創好拍照的地方 可惜太晚造訪 店家都關了
下次白天來晃晃",拍照 地方 可惜 太晚 造訪 店家 白天 晃晃
2 週前,5,,
2 週前,5,,
2 週前,5,小區也有不錯的小店,小區 不錯 小店
2 週前,3,"走走逛逛還不錯

在市區硬湊出來的文創區有點為賦新詩強說愁的文青味道...

但在市區畢竟難得至少有個可以逛逛的地方",走走 逛逛 不錯 市區 湊出來 文創區 新詩 文青 味道 市區 難得 逛逛 地方
2 週前,5,,
2 週前,5,很有特色,特色
2 週前,5,"很舒服很文青的小地方
很適合帶毛小孩來散步",舒服 文青 地方 適合 小孩 散步
2 週前,4,,
2 週前,5,,
2 週前,5,好逛適合放鬆漫遊,適合 放鬆 漫遊
2 週前,4,小型文創社區要晚上來逛會比較好拍,小型 社區 晚上
2 週前,5,,
2 週前,5,,
