setTime,star,content,seg_result
6 天前,4,,
1 週前,5,,
1 週前,4,"龍頭山因形狀似巨龍而得名 如龍脊般的山脊像臥龍一樣
在長期的侵蝕作用下 流水更把山丘分成二段
遠望像龍在吐珠 故又名龍吐珠

20150514 1ST",龍頭山 形狀 巨龍 得名 龍脊 山脊 臥龍 一樣 長期 侵蝕 作用 流水 山丘 分成 遠望 吐珠 龍吐珠
2 週前,5,,
2 週前,4,,
2 週前,4,龍頭山遊憩區停車方便(免費)最著名就是號稱台版小長城的木棧道平日前往沒什麼人步道優美視野遼闊可眺多納大橋和多納吊橋整趟行程走下來還是稍有挑戰性但值得來走走的,龍頭山 遊憩區 停車 方便 免費 著名 號稱 台版 小長城 木棧道 平日 前往 人步道 優美 視野 遼闊 多納大橋 多納 吊橋 行程 走下來 挑戰性 值得來 走走
2 週前,5,"到茂林值得來訪
從停車場上望夫崖走步道到吊橋往返大約1.5小時
走在步道上左右景致不同雖然不是什麼大景也別有一番樂趣",茂林 值得 來訪 停車場 望夫崖 走步道 吊橋 往返 1.5 小時 步道 左右 景致 不同 大景 樂趣
2 週前,5,"散步好地方
都是階梯基本不會太難
風景很讚",散步 地方 階梯 基本 風景
3 週前,4,,
1 個月前,4,依山傍水 好地方 可惜是沒廁所及一般用水,依山傍水 地方 可惜 廁所 用水
1 個月前,4,步道完善好走適合運動拍照,步道 完善 適合 運動 拍照
1 個月前,5,茂林這處龍頭山小長城步道整體來說步道不長上上下下有山有水還有吊橋還算輕鬆的行程,茂林 龍頭 長城 步道 整體 步道 上上下下 吊橋 輕鬆 行程
1 個月前,5,這個地方太棒了,地方
1 個月前,4,,
1 個月前,3,,
1 個月前,4,,
1 個月前,4,空氣好有山景,空氣 山景
1 個月前,4,很棒的步道設施,步道 設施
1 個月前,5,,
1 個月前,5,步道維護狀況很棒走起來舒服景色也好,步道 維護 狀況 舒服 景色
1 個月前,5,"228當天到訪不知是否連假的關係google導航的路線都會遇到有人值守在路口不能進入
我們要走小長城棧道和吊橋最後把車停在了龍頭山遊憩區的停車場走一點樓梯直接到達平台公廁上方一側是去望夫崖短短的一段路另一側是通往林子裡面的步道連通小長城木棧道和多納高吊橋看起來很遠還要爬高爬低的但實際往返我們只用了一小時無難度的小小登高步道很適合家庭出遊",228 當天 到訪 關係 導航 路線 遇到 值守 路口 進入 小長城 棧道 吊橋 最後 龍頭山 遊憩區 停車場 一點 樓梯 直接 到達 平台 公廁 上方 望夫崖 短短 通往 林子 裡面 步道 連通 小長城 木棧道 多納高 吊橋 爬高 爬低 實際 往返 小時 難度 小小 登高 步道 適合 家庭 出遊
1 個月前,5,,
1 個月前,4,,
1 個月前,4,有步道走走路,步道 走走路
1 個月前,4,老少咸宜的活動一個半小時來回空氣好,老少咸宜 活動 小時 來回 空氣
1 個月前,4,來這走走不錯,走走 不錯
2 個月前,4,"包含多個景點小長城木棧步道望夫崖多納高吊橋都是不錯的選擇
2023.02.21",包含 景點 長城 木棧 步道 望夫崖多納 吊橋 不錯 選擇
2 個月前,4,停車場在龍頭山高架步道旁往下開旁邊有往上的步道可觀賞龍吐珠,停車場 龍頭山 高架 步道 旁邊 步道 觀賞
2 個月前,5,,
2 個月前,5,,
2 個月前,5,小長城步道景色優美階梯多需要一點體力,小長城 步道 景色 優美 階梯 需要 一點 體力
