setTime,star,content,seg_result
22 分鐘前,5,可現場購票全票100人 ,現場 100
6 小時前,4,,
6 小時前,5,,
7 小時前,5,,
12 小時前,4,,
1 天前,4,,
1 天前,5,"星期五 不塞車
下午3 點就起霧了 當地人說這是當地正常的春天氣候 ",星期五 塞車 下午 3 點 當地人 當地 正常 春天 氣候
1 天前,5,新景點 很棒 夜景更佳,景點 夜景
1 天前,5,,
1 天前,5,"位於嘉義橫跨太平山與龜山 長度281公尺海拔約1000公尺 是目前全台最長海拔最高之景觀吊橋.門票大人一位100元小朋友50元.
附近還有一個太平老街可以稍微逛逛.",位於 嘉義 橫跨 太平山 龜山 長度 281 公尺 海拔 1000 公尺 目前 海拔 景觀 吊橋 門票 大人 100 小朋友 50 附近 太平 老街 逛逛
1 天前,4,,
1 天前,5,,
1 天前,5,很美,
1 天前,4,姐妹出遊來到雲霧繚繞的太平雲梯天氣不佳下著雨雖然什麼也看不見仍能感受山中之美留點遺憾下次再來,姐妹 出遊 來到 雲霧 繚繞 太平 雲梯 天氣 不佳 感受 遺憾
1 天前,5,,
2 天前,5,常常霧很大晴空萬里可遇不可求啊這裡空氣風景都很棒連假不要大家都擠來塞車喔會很厭世照片是自己拍的歡迎借圖,晴空 萬里 這裡 空氣 風景 擠來 塞車 厭世 照片 歡迎
2 天前,5,風景美可惜螞蟻蚊子有點多需帶防蚊物品,風景 可惜 螞蟻 蚊子 防蚊 物品
3 天前,5,,
3 天前,5,可透過 KKday網購平台買入場券有折扣,網購 平台 入場券 折扣
3 天前,4,,
3 天前,5,,
3 天前,5,,
3 天前,4,,
4 天前,4,,
4 天前,4,,
5 天前,5,來到山林總有種放鬆的感覺雲梯又可俯瞰林木加之豐富的芬多精長途跋涉來到這看到這都值得了,來到 山林 放鬆 感覺 雲梯 俯瞰 加之 豐富 芬多精 長途跋涉 來到 看到 值得
5 天前,5,山下在下雨剛好有不錯的雲海,下雨 不錯 雲海
5 天前,4,天氣好的話景色很美週六晚上有開放太平雲梯白天搭配後面的茶園步道也是很舒服還有機會可以看到猴子,天氣 景色 週六 晚上 開放 太平 雲梯 白天 搭配 後面 茶園 步道 舒服 機會 看到 猴子
