setTime,star,content,seg_result
14 分鐘前,5,大環境整理不錯適合渡假來走走舒服的地方,環境 整理 不錯 適合 渡假 走走 舒服 地方
4 天前,5,,
1 週前,5,,
1 週前,5,車程確確實實是一個可以在那邊好好放鬆的好去處但真的缺有心的人在那邊開發不然一定是一個聖地我今天到車程老街逛失望沒有三攤老街如果有多一點我講白的哪裡一定不得了車程留下太多回憶太多過去能在那邊逛逛老街逛逛過去長輩在那邊晚上是怎麼生活都是一種體驗欸真的哪裡的居民要好好的發展一下我會在過去因為我喜歡車程,車程 那邊 放鬆 去處 有心 那邊 開發 聖地 今天 車程 老街 失望 沒有 老街 多一點 哪裡 車程 留下 太多 回憶 太多 過去 那邊 逛逛 老街 逛逛 過去 長輩 那邊 晚上 生活 體驗 哪裡 居民 發展 一下 過去 喜歡 車程
1 週前,5,,
2 週前,4,環山圍繞的山谷中小火車站很放鬆的風景名勝,環山 圍繞 山谷 火車站 放鬆 風景 名勝
2 週前,4,車埕車站位於南投縣仁愛鄉是著名的觀光景點之一這個車站最早建於1935年當時車站規模不大只有一座簡易式的建築物後來在1958年為了因應當時的觀光客潮加建了木造的二樓建築物在長年的歲月中這個車站扮演了重要的角色隨著時代的變遷它也經歷了多次的改建和修復如今的車埕車站已經成為了南投縣重要的文化資產之一也是當地知名的觀光景點車站周圍的景色十分美麗不只有濃綠色的山林和清澈的溪流還有這座歷史悠久的車站細細品味盡收眼底,車埕 車站 位於 南投縣 仁愛鄉 著名 觀光 景點 車站 1935年 當時 車站 規模 建築物 後來 1958年 因應 當時 觀光 客潮 加建 二樓 建築物 歲月 車站 扮演 重要 角色 時代 變遷 經歷 改建 修復 如今 車埕 車站 成為 南投縣 重要 文化 資產 當地 知名 觀光 景點 車站 周圍 景色 美麗 濃綠色 山林 清澈 溪流 歷史 悠久 車站 細細 品味 盡收眼底
2 週前,5,,
2 週前,5,,
2 週前,4,環境優美好走好逛好拍,環境 優美
2 週前,3,歷史觀光景點值得一來,歷史 觀光 景點 值得
3 週前,4,與其去遊客中心不如到遊客中心旁的車埕國小舊址鐵道觀光小學堂逛逛教室變成了展覽介紹空間有路易莎和公共廁所中穿堂有一台還不錯的鋼琴可以讓有興趣的人露兩手是個悠閒寧靜的好地方,遊客 中心 遊客 中心 車埕 國小 舊址 鐵道 觀光 學堂 逛逛 教室 變成 展覽 介紹 空間 廁所 穿堂 不錯 鋼琴 興趣 悠閒 寧靜 地方
3 週前,4,10塊餵魚3,10 餵魚
3 週前,5,好山好水的地方,地方
4 週前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
