setTime,star,content,seg_result
3 小時前,3,晉通只是走馬看花,走馬看
7 小時前,4,,
13 小時前,3,,
15 小時前,5,,
17 小時前,5,很棒,
1 天前,4,,
2 天前,5,出海嘍,出海
2 天前,3,,
3 天前,4,充電插座不足usb孔無電梯位置不便很早關閉1F座位擺設不佳....,充電 插座 不足 電梯 位置 關閉 1F 座位 擺設 不佳
4 天前,3,,
4 天前,3,,
5 天前,4,,
5 天前,4, ,
6 天前,2,環境很糟,環境
6 天前,5,好,
6 天前,5,旅遊行程哪裡嘻皮值C P值高,旅遊 行程 哪裡 嘻皮值
1 週前,2,空間小動線有點亂,空間 動線
1 週前,4,,
1 週前,4,空間大環境還不錯可以在這吃完美食準備上船去 ,空間 環境 不錯 吃完 美食 準備 上船
1 週前,4,,
1 週前,5,,
1 週前,5,動線規劃的很適合,動線 規劃 適合
1 週前,5,這是一個不錯的地方位於東方,不錯 地方 位於 東方
1 週前,4,,
1 週前,4,馬公市區內旁邊的停車場建設中以後會更完善,馬公 市區 旁邊 停車場 建設 以後 完善
1 週前,5,服務人員都很親切,服務 人員 親切
1 週前,5,,
1 週前,5,,
1 週前,5,,
1 週前,5,,
1 週前,4,,
1 週前,4,還行,
1 週前,4,準備前往觀賞海底生物的轉運站,準備 前往 觀賞 生物 轉運站
2 週前,5,,
2 週前,3,,
2 週前,3,,
2 週前,5,澎湖出海的地點之一環境維持的還不錯,澎湖 出海 地點 環境 維持 不錯
2 週前,5,跳島必經想玩甚麼現場買這一棟建築物有很多出入口但最主要的部分還有２號出口因為澎湖這裡風很大所以室內是沒有供冷氣的裡面有遊客中心各船家的服務櫃檯便利商店洗手間,跳島 現場 建築物 很多 出入口 部分 出口 澎湖 這裡 室內 冷氣 裡面 遊客 中心 船家 服務 櫃檯 便利商店 洗手間
2 週前,5,如果來澎湖旅遊的話有兩個主要碼頭要注意一個是南海遊客中心旁的碼頭另一個則是馬公總站客運轉運中心這個南海遊客中心主要是一些跳島行程會在這裡集合出發也就是停很多機車的地方至於馬公總站客運轉運中心的話則是入出境的碼頭,澎湖 旅遊 碼頭 注意 南海 遊客 中心 碼頭 馬公總站 客運 轉運 中心 南海 遊客 中心 一些 跳島 行程 這裡 集合 出發 很多 機車 地方 馬公總站 客運 轉運 中心 入出境 碼頭
2 週前,5,,
2 週前,5,,
2 週前,4,,
2 週前,3,,
2 週前,5,,
2 週前,5,,
2 週前,5,,
3 週前,5,,
3 週前,5,,
3 週前,5,清楚明瞭只要有訂行程的都會打電話提醒,清楚 明瞭 行程 打電話 提醒
3 週前,3,天氣不佳 未能出遊,天氣 不佳 出遊
