setTime,star,content,seg_result
2 小時前,5,好玩的地方,好玩 地方
5 小時前,5,,
6 小時前,5,,
6 小時前,5,,
7 小時前,5,逛文創產業的好所在有得吃喝玩樂住宿更有貓咩咩可看呦不輸北部X桐,產業 所在 吃喝玩樂 住宿 北部
8 小時前,5,"位於屏東青島街上的文創園區前身為眷村後改建成文創園區保留眷村文化及氛圍也在不破壞原建築的前提下進行改造

園區採開放式管理隨時皆可光臨只有店家有營業時間店家主要以販售美食及文創小品為主園區白天晚上來各有風味

園區位於大馬路旁附近有民營收費停車場可以多加利用另週末人潮較多建議如果想週末去的話可以提早前往",位於 屏東 青島街 園區 前身 眷村 改建成 園區 保留 眷村 文化 氛圍 破壞 建築 前提 進行 改造 園區 管理 光臨 店家 營業 時間 店家 販售 美食 小品 為主 園區 白天 晚上 風味 園區 位於 馬路 附近 民營 收費 停車場 利用 週末 人潮 建議 週末 提早 前往
12 小時前,5,,
13 小時前,5,好抽好夾好好玩,好玩
14 小時前,5,,
14 小時前,4,裡面有很多好吃好玩的店但機車超級難停車尤其是外圍希望能好好規劃 ,裡面 很多 好吃 好玩 機車 停車 外圍 希望 規劃
16 小時前,4,,
19 小時前,5,佔地蠻大的氛圍營造的很好走在裡面很chill但感覺餐飲類比較多希望再能多一些可以逛的特色店,佔地 氛圍 營造 裡面 感覺 餐飲類 希望 一些 特色店
19 小時前,4,,
1 天前,4,很乾淨好逛但是公廁數太少沒有垃圾桶假日人很多是一個新文創的好聚點,乾淨 公廁數 太少 沒有 垃圾桶 假日人 很多 好聚點
1 天前,5,,
1 天前,3,,
1 天前,4,園區蠻大的不少的文創店很好拍照,園區 不少 文創店 拍照
1 天前,3,,
1 天前,5,,
1 天前,5,"蠻好逛的地方
平日去不擠",地方 平日
1 天前,4,改造的很美可惜硬體100分軟體40分只是散步拍照的好去處無法創造出經濟成果,改造 可惜 硬體 100 軟體 40 散步 拍照 去處 創造出 經濟 成果
1 天前,5,,
2 天前,5,舊眷舍改建並規劃為多樣化的商店餐飲加上各種設施兼具了休閒與各類餐飲文化的衝擊值得走一趟,眷舍 改建 規劃為 多樣化 商店 餐飲 設施 兼具 休閒 餐飲 文化 衝擊 值得
2 天前,4,,
2 天前,5,,
2 天前,5,,
2 天前,5,,
2 天前,5,很多老房子悠閒散步可以帶孩子吃冰玩樂的好地方,很多 房子 悠閒 散步 孩子 玩樂 地方
2 天前,5,,
2 天前,5,腹地廣大,腹地 廣大
2 天前,5,,
3 天前,5,,
3 天前,5,"幾乎都整修好了假日有很多人攜家帶眷出來走跳但是還是可以輕鬆漫步
只是這邊的消費定價偏高",整修好 假日 很多 帶眷 出來 走跳 輕鬆 漫步 這邊 消費 定價
3 天前,5,,
3 天前,4,,
3 天前,5,,
3 天前,5,,
3 天前,4,喜歡這裡的文創還有演奏表演,喜歡 這裡 演奏 表演
3 天前,4,,
3 天前,5,東西好夾,東西
3 天前,1,怎會在開放的空間設新住民市集呢既然是保留眷村文化是否應該找一些眷村美食或與眷村相關的事物來設攤呢真是不倫不類....唉人民的納稅錢居然找門外漢來規劃痛心啊,開放 空間 住民 市集 保留 眷村 文化 一些 眷村 美食 眷村 相關 事物 設攤 不倫不類 人民 納稅錢 門外漢 規劃 痛心
3 天前,5,,
3 天前,4,,
3 天前,4,,
3 天前,5,,
4 天前,5,"很多好吃好拍的地方有和服旗袍體驗但要先預約
咖啡廳下午茶古早味零食文化遺產藝術作品一個眷村就含有很多的內容非常大吃飽飯想散步休息一下的好去處但看到評論說有夾零食的娃娃機卻沒找到在哪略微小失望",很多 好吃 地方 和服 旗袍 體驗 預約 咖啡廳 下午茶 古早味 零食 文化 遺產 藝術 作品 眷村 含有 很多 內容 大吃飽飯 散步 休息 一下 去處 看到 評論 零食 娃娃機 找到 失望
4 天前,4,大面積眷村改建成文創商店內含各式小餐廳飲料店甜點店文創商品店等眼花撩亂最後最後會稀奇疲乏 ,面積 眷村 改建成 商店 內含 餐廳 飲料店 甜點店 文創 商品店 眼花撩亂 最後 最後 稀奇 疲乏
4 天前,5,適合帶小孩走走情侶約會也很好,適合 小孩 走走 情侶 約會
4 天前,5,將眷村整理得很好可以逛也可以坐下來用餐周圍停車還算方便,眷村 整理 坐下來 用餐 周圍 停車 方便
4 天前,5,園區發展越來越成熟餐飲部份慎選使用調理包店家也有,園區 發展 成熟 餐飲 部份 慎選 使用 調理包 店家
4 天前,5,很適合散步裝置藝術很漂亮拍照美美的,適合 散步 裝置 藝術 漂亮 拍照 美美
4 天前,5,好玩,好玩
4 天前,5,,
4 天前,5,,
4 天前,5,,
4 天前,5,,
4 天前,4,,
4 天前,5,讚,
4 天前,5,保留老眷村記憶與現實世代交替的人潮佚事堆砌呼應古今中外矌古潮今昭儀式微現今與將來,保留 眷村 記憶 現實 世代 交替 人潮 佚事 堆砌 呼應 古今中外 潮今 昭儀 式微 現今 將來
4 天前,3,,
4 天前,5,,
4 天前,5,,
4 天前,5,,
5 天前,5,,
