setTime,star,content,seg_result
2 小時前,4,,
8 小時前,5,,
1 天前,5,,
3 天前,5,用心經營 很多資源可以看及了解,用心 經營 很多 資源 了解
3 天前,4,小朋友喜愛來這看鴨子和餵魚最近有新的滑梯遊戲場,小朋友 喜愛 鴨子 餵魚 最近 滑梯 遊戲場
4 天前,5,輕鬆舒服的地方景色好也有教育影片可看,輕鬆 舒服 地方 景色 教育 影片
5 天前,5,很適合親子散步休憩的場所,適合 親子 散步 休憩 場所
5 天前,5,,
6 天前,5,前往大湖或清安老街汶水老街都可以順遊的遊客服務中心自然生態風景優美整潔度也維持的很好園區服務人員親切停車方便有小型兒童遊戲場可以輕鬆步行繞園區一圈生態保育區不能餵魚室內也有一些展館可以參觀也有廁所及哺乳室覺得很不錯,前往 大湖 清安 老街 汶水 老街 遊客 服務 中心 自然 生態 風景 優美 整潔度 維持 園區 服務 人員 親切 停車 方便 小型 兒童 遊戲場 輕鬆 步行 園區 生態 保育區 餵魚 一些 展館 參觀 廁所 哺乳室 覺得 不錯
6 天前,4,,
6 天前,5,景色優美寧靜舒適,景色 優美 寧靜 舒適
1 週前,5,"放電放風的好地方
遊客數量不多
推噢",放電 放風 地方 遊客 數量
1 週前,4,很乾淨的休憩區,乾淨 休憩區
1 週前,5,,
1 週前,4,,
1 週前,5,,
1 週前,4,,
1 週前,5,,
1 週前,5,,
1 週前,5,,
1 週前,5,,
2 週前,4,,
2 週前,5,乾淨清幽的秘境以前看到雪霸都覺得很高很遠沒想到汶水遊客中心就在大湖草莓園旁邊景色十分優美讓人心曠神怡也有小朋友的遊戲區可以在外面漫步一圈欣賞自然風景在到管理處內參觀雪霸公園的歷史自然生態的介紹可以排摘草莓時順遊,乾淨 清幽 秘境 以前 看到 雪霸 覺得 汶水 遊客 中心 大湖 草莓園 旁邊 景色 優美 心曠神怡 小朋友 遊戲區 外面 漫步 欣賞 自然 風景 管理處 參觀 雪霸 公園 歷史 自然 生態 介紹 排摘 草莓
2 週前,5,綠地水塘眺望遠山白雲真是悠閒自在,綠地 水塘 眺望 遠山 白雲 悠閒 自在
2 週前,4,,
2 週前,4,,
2 週前,5,,
2 週前,5,,
2 週前,5,,
2 週前,5,廣大的草皮.,廣大 草皮
2 週前,4,,
2 週前,5,,
2 週前,5,一個可以大力呼吸的地方,呼吸 地方
2 週前,5,提供休憩活動與環境教育的場所有展示區販賣部咖啡區等尤其冰釀咖啡嚐起來有特色户外綠地寬敞也適合舖個地墊享受大自然今年適逢30周年除了可蓋四顆特色30周年紀念章外還有20顆雪霸特色章一次收藏頗有紀念價值,提供 休憩 活動 環境 教育 場所 展示區 販賣部 咖啡區 冰釀 咖啡 嚐起來 特色 綠地 寬敞 適合 地墊 享受 大自然 今年 30 周年 特色 30 周年 紀念章 20 雪霸 特色章 收藏 紀念 價值
3 週前,5,"汶水遊客中心是前往雪霸國家公園的前哨站園區教育功能完備規劃設施完善有關於雪霸的免費介紹影片上午自930起每小時一場下午自13時起1316時每小時一場不同主題的影片主題很吸引人實在很想都看看

佔地面積非常大湖域寬闊生態豐富遠山環繞是非常抒壓的好地方湖中游魚如織龜類或浮游或於石上曬太陽禽類自在於湖邊棲息或水面閒蕩光是看動物和多元植物就非常開心

停車場很大建議有空的朋友多預留時間來此地做一趟沈澱心靈的知性之旅遊客中心販賣部一樓的高級冰棒很好吃推薦桂花蘋果口味一支55元但吃下去就知道值得55元是買幸福的日月潭文武廟也有據說是大景點才販售的優良冰品服務人員很友善二樓有景觀咖啡廳視野佳

此地即使是假日遊客也不多誠秘境也 ",汶水 遊客 中心 前往 雪霸 國家 公園 前哨站 園區 教育 功能 完備 規劃 設施 完善 雪霸 免費 介紹 影片 上午 930 小時 下午 13時 1316時 小時 不同 主題 影片 主題 吸引 看看 佔地 面積 湖域 寬闊 生態 豐富 遠山 環繞 抒壓 地方 中游 織龜類 浮游 太陽 禽類 自在 棲息 水面 閒蕩 動物 植物 開心 停車場 建議 有空 朋友 預留 時間 沈澱 心靈 知性 遊客 中心 販賣部 一樓 高級 冰棒 好吃 推薦 桂花 蘋果 口味 55 吃下去 知道 值得 55 幸福 日月潭 文武廟 據說 景點 販售 優良 冰品 服務 人員 友善 二樓 景觀 咖啡廳 視野 假日 遊客 誠秘境
3 週前,3,,
3 週前,5,,
3 週前,3,,
3 週前,4,,
3 週前,4,環境清新空氣清淨,環境 清新 空氣 清淨
3 週前,5,,
3 週前,5,,
4 週前,5,,
4 週前,4,來上化妝室 拍照的 ,化妝室 拍照
4 週前,5,,
1 個月前,5,,
1 個月前,4,休憩的好地方,休憩 地方
1 個月前,4,寧靜祥和之氛圍下輕鬆舒適度的療癒身心靈,寧靜 祥和 氛圍 輕鬆 舒適度 療癒 身心
1 個月前,5,非常舒適的放鬆的好去處前有大草坪遊客中心裡有潔淨的廁所有無障礙空間的及飲水機二樓有展覽室湖邊倒影非常美一旁還有新做好的小朋友玩的遊戲區大人小孩都非常適合,舒適 放鬆 去處 草坪 遊客 中心 潔淨 廁所 有無 障礙 空間 飲水機 二樓 展覽室 倒影 做好 小朋友 遊戲區 大人 小孩 適合
1 個月前,5,花蓮雲山水縮小版散心好去處交通便利72線汶水端下來就快到了,花蓮 山水 縮小版 散心 去處 交通 便利 72線 汶水 端下來
1 個月前,5,,
1 個月前,4,,
1 個月前,5,太美了交通方便,交通 方便
1 個月前,3,有介紹台灣原住民與動物的博物館,介紹 台灣 原住民 動物 博物館
1 個月前,3,星期一公休剛好碰上寒流山上很冷,星期一 公休 碰上 寒流
1 個月前,4,,
1 個月前,5,,
1 個月前,4,,
1 個月前,4,,
1 個月前,5,服務人員親切廁所非常乾淨 ,服務 人員 親切 廁所 乾淨
1 個月前,5,,
1 個月前,5,,
1 個月前,4,景色優美,景色 優美
1 個月前,5,風景秀麗環境優美,風景 秀麗 環境 優美
1 個月前,5,,
1 個月前,4,,
1 個月前,3,,
1 個月前,5,,
1 個月前,5,有停車場遊客中心有廁所飲水機賣禦寒衣物咖啡冰棒農製品有影片放映,停車場 遊客 中心 廁所 飲水機 禦寒 衣物 咖啡 冰棒 農製品 影片 放映
1 個月前,5,,
1 個月前,5,下次帶吊床帳篷野餐,吊床 帳篷 野餐
1 個月前,5,,
1 個月前,4,風景優美  設施完善停車也很方便.,風景 優美 設施 完善 停車 方便
1 個月前,4,,
1 個月前,5,風景優美值得下車走走,風景 優美 值得 下車 走走
1 個月前,5,不用門票適合停留23小時有室內有展覽和飲食部室外有大草坪小湖和兒童遊戲區在平地所以交通方便好找路而且適合陪老人溜小孩,門票 適合 停留 23 小時 展覽 飲食部 草坪 兒童 遊戲區 平地 交通 方便 適合 老人 小孩
2 個月前,5,,
2 個月前,4,,
2 個月前,5,清幽乾凈風景優美難得台灣還有這麽好的地方,清幽 乾凈 風景 優美 難得 台灣 地方
2 個月前,5,"每個小時都有影片介紹雪霸相關主題
知性之旅必經的點",小時 影片 介紹 雪霸 相關 主題 知性
2 個月前,4,,
2 個月前,4,,
2 個月前,5,,
2 個月前,4,,
2 個月前,5,"環境整潔風景優美
是個寓教於樂的好地方",環境 整潔 風景 優美 寓教於樂 地方
2 個月前,5,,
2 個月前,5,空氣清淨環境優美很適合帶小朋友來走走還有許多雪山相關的介紹也有廁所餐廳哺乳室,空氣 清淨 環境 優美 適合 小朋友 走走 許多 雪山 相關 介紹 廁所 餐廳 哺乳室
2 個月前,5,,
2 個月前,5,放鬆身心的好地方,放鬆 身心 地方
2 個月前,5,美不勝收,美不勝收
2 個月前,5,交通及停車都很方便環境優美園區內的水潭環潭步道有很多姿態優美的樹木尤其是那株若不是花期藉由桃花紅李花白這句話很難發現這個不太起眼的樹是桃李同株的樹這種植栽不常看到的館內有許多雪霸國家公園的資料很適合帶學生及小孩來參觀是前往泰安溫泉區或大湖地區很適合的順遊景點,交通 停車 方便 環境 優美 園區 水潭 環潭 步道 很多 姿態 優美 樹木 花期 桃花 李花白 發現 桃李 植栽 看到 許多 雪霸 國家 公園 資料 適合 學生 小孩 參觀 前往 泰安 溫泉區 大湖 地區 適合 順遊 景點
2 個月前,5,剛好路過,剛好 路過
2 個月前,5,風景很不錯值得來這邊走走逛逛喔,風景 不錯 值得 這邊 走走 逛逛
2 個月前,5,,
2 個月前,5,環境優,環境
2 個月前,5,風景美的令人賞心悅目,風景 賞心悅目
2 個月前,4,,
2 個月前,5,,
2 個月前,5,,
2 個月前,5,遊客中心的廁所很大有飲水機空氣很棒適合郊遊踏青,遊客 中心 廁所 飲水機 空氣 適合 郊遊 踏青
