setTime,star,content,seg_result
2 小時前,1,不建議來這牧場門票貴進去柵欄裡餵動物還要多付錢門票不能抵用裡面什麼設施都要錢錢錢一家四口一趟下來23千跑不掉包含裡面食物給一顆心還嫌多,建議 牧場 門票 進去 柵欄 動物 付錢 門票 抵用 裡面 設施 下來 23千 包含 裡面 食物
3 小時前,4,場地有點散但為了趕活動行程走過來又走過去踩船那邊滿失望的集中在動物區玩就好,場地 活動 行程 走過來 走過去 那邊 失望 集中 動物區
4 小時前,1,,
13 小時前,4,寓教於樂的好地方雖然老舊但畢竟是有歷史性的地方從日劇時代就成立的埔心牧場讓我們可以帶著孩子深入了解到牛奶鮮奶的來源牧場內還提供多種Diy行程這次去看到很多種動物印象中多年前不是這樣的總之走了整天的牧場當天晚上也真累了很好睡,寓教於樂 地方 老舊 歷史性 地方 日劇 時代 成立 埔心 牧場 孩子 深入 了解到 牛奶 鮮奶 來源 牧場 提供 行程 看到 很多 動物 印象 這樣 牧場 當天 晚上
1 天前,5,,
1 天前,1,停車要錢門票不便宜進去還什麼設施都要錢平日沒有比較便宜還一堆沒有設施沒有開,停車 門票 便宜 進去 設施 平日 便宜 沒有 設施
1 天前,5,如果一個人門票只要120還嫌貴的話可以考慮不要生兩個小孩,門票 120 考慮 小孩
2 天前,5,埔心牧場是個很好的地方可以玩又可以露營好棒,埔心 牧場 地方 露營 好棒
2 天前,5,,
2 天前,3,,
2 天前,5,好玩不會太累小朋友還可以近距離接觸動物,好玩 小朋友 近距離 接觸 動物
3 天前,5,,
3 天前,5,很適合帶小朋友來耗電有草原跟草地可以盡情奔跑,適合 小朋友 耗電 草原 草地 奔跑
3 天前,5,可帶寵物可落地,寵物 落地
3 天前,5,水豚君 很可愛 裡面紀念品類型有點少 希望能除多點水豚的周邊,水豚 君  可愛 裡面 紀念品 類型 希望 水豚 周邊
3 天前,4,,
3 天前,5,適合小朋友放電的地方,適合 小朋友 放電 地方
3 天前,5,"能讓孩子開心的都是好地方
比想像中大還有動物的部分也蠻多樣的
只是入園遊樂設施太多小朋友對於動物比較無感因為都被設施吸引去了
除了門票以外設施的錢花得更多都是甜蜜的負擔吧
有悠哉到的過一天下次會再來",孩子 開心 地方 想像 動物 部分 多樣 入園 遊樂 設施 太多 小朋友 動物 設施 吸引 門票 以外 設施 更多 甜蜜 負擔 悠哉
3 天前,4,"裡面有各式各樣的小動物
很適合親子遊玩 門票三百元
若要餵食小動物或使用裏面其他設施和烤肉
則再另外付費 是個適合打發時間的好趣處
(少一顆星是因為 總覺得裡面的動物們都有點瘦)",裡面 動物 適合 親子 遊玩 門票 三百 餵食 動物 使用 裏面 其他 設施 烤肉 付費 適合 打發 時間 好趣處 覺得 裡面 動物
3 天前,5,,
3 天前,4,是個親子共遊的友善農場可以近距離餵食小動物如果是要更近距離進去萌萌村餵食拍照觸摸水豚君梅花鹿羊駝袋鼠需要額外購票150人喲如果不想花錢也可以購買牧草30把或胡蘿蔔50包到後面的可愛小動物區餵食馬羊牛小白兔喲然後也有孔雀園也可以近距離的觀賞他但不能餵食喲,親子 共遊 友善 農場 近距離 餵食 動物 近距離 進去 萌萌村 餵食 拍照 觸摸 水豚君 梅花鹿 羊駝 袋鼠 需要 150 花錢 購買 牧草 30 胡蘿蔔 50 後面 可愛 動物區 餵食 白兔 孔雀園 近距離 觀賞 餵食
4 天前,2,票機高裡面都要另外付費尤其小孩買了門票還要另購環園列車票,票機 裡面 付費 小孩 門票 環園 列車票
4 天前,3,還可以廁所環境需加強入圍人多應該是隨時保持清潔,廁所 環境 加強 入圍 保持 清潔
5 天前,4,,
5 天前,5,很適合親子 鮮奶冰淇淋好吃,適合 親子 鮮奶 冰淇淋 好吃
5 天前,5,,
5 天前,4,寬廣,寬廣
5 天前,5,,
5 天前,4,,
