setTime,star,content,seg_result
2 小時前,5,嗯這個地方很棒橋也很酷我希望有一天我會再去那裡徒步旅行唯一的問題是公共汽車滿員了,地方 棒橋 希望 那裡 徒步 旅行 問題 滿員
11 小時前,4,一座紫色龍脊的吊橋 風景優美,紫色 龍脊 吊橋 風景 優美
1 天前,5,很棒的地方,地方
1 天前,5,優閒慢步 ,優閒 慢步
1 天前,5,,
2 天前,4,"只有吊橋是一個特色
其他非常的平庸",吊橋 特色 其他 平庸
2 天前,4,,
2 天前,4,,
3 天前,4,,
4 天前,5,非常棒走過去對面的風景店家都更優,走過去 對面 風景 店家
4 天前,4,,
4 天前,4,山內有店家餐廳耶,店家 餐廳
4 天前,5,非常適合帶小孩漫遊車子可停橋下停車場假日也不太難等吃飽飯上山走走吊橋兩端都有飲食不用大包小包沿著導覽地圖走附近景點都不太遠缺點是沿路沒有廁所,適合 小孩 漫遊 車子 停車場 假日 吃飽 上山 走走 吊橋 飲食 小包 導覽 地圖 附近 景點 缺點 沒有 廁所
5 天前,5,,
5 天前,5,,
5 天前,4,北市接近蛋黃區近郊的好景點,北市 接近 蛋黃區 近郊 景點
1 週前,4,,
1 週前,5,20230226白石湖到此一遊,20230226 白石湖
1 週前,3,,
1 週前,4,,
1 週前,3,很舒服的景點_,舒服 景點
1 週前,5,吊橋值得一遊,吊橋 值得
1 週前,5,,
1 週前,4,,
1 週前,5,"感恩很療癒的地方
有很特別的餐廳",感恩 療癒 地方 特別 餐廳
1 週前,5,讚,
1 週前,5,不錯 健走運動 適合情侶散步 老人健走 旁邊有廟可以拜拜,不錯 健走 運動 適合 情侶 散步 老人 健走 旁邊 拜拜
1 週前,5,,
1 週前,5,,
1 週前,4,,
1 週前,5,1日或是半日遊活動都很好交通略為不便有公車可達但是常滿4人還是搭計程車方便,活動 交通 不便 公車 計程車 方便
1 週前,4,樂趣延伸較不足,樂趣 延伸 不足
1 週前,4,景美空氣好假日放鬆好去處,景美 空氣 假日 放鬆 去處
1 週前,5,,
2 週前,5,,
2 週前,3,,
2 週前,1,很可惜週邊缺乏整體規劃,可惜 週邊 缺乏 整體 規劃
2 週前,3,,
2 週前,5,景點很棒,景點
2 週前,5,,
2 週前,4,帶小孩與老人家走走散步的好地方,小孩 老人家 走走 散步 地方
2 週前,5,,
2 週前,4,,
2 週前,4,健行踏青好地方橋對面有賣咖啡點心休息一下再走回來,健行 踏青 地方 對面 咖啡 點心 休息 一下 走回來
2 週前,3,,
2 週前,5,,
2 週前,5,整個山坡都有觀光果園餐廳又可爬山運動不用擔心民生問題,山坡 觀光 果園 餐廳 爬山 運動 擔心 民生 問題
2 週前,4,,
2 週前,5,假日走走好去處,假日 走走 去處
2 週前,5,內湖區非常的世外桃源往山上有好吃的餐點,內湖區 世外桃源 好吃 餐點
2 週前,5,風景不錯 很適合散步,風景 不錯 適合 散步
2 週前,4,健走至此,健走
2 週前,3,景觀很好但可惜橋面很多破損沒有維修啦,景觀 可惜 橋面 很多 破損 維修
2 週前,5,,
2 週前,4,,
3 週前,3,,
3 週前,4,,
3 週前,5,"離市區不遠的吊橋
值得走走",市區 吊橋 值得 走走
3 週前,5,,
3 週前,4,停車方便附近有步道連結果園餐廳可以去走走,停車 方便 附近 步道 連結 果園 餐廳 走走
3 週前,4,沒有全程遊玩白石湖不過應該還有機會,全程 遊玩 白石湖 機會
3 週前,5,,
3 週前,3,有一攤臭豆腐在往龍船岩路上好吃,臭豆腐 龍船岩路 好吃
3 週前,5,白石吊橋很美白石豆花好吃適合散步健行,白石 吊橋 白石 豆花 好吃 適合 散步 健行
3 週前,5,,
3 週前,3,停車方便,停車 方便
3 週前,4,,
3 週前,5,很漂亮適合踏青的地方,漂亮 適合 踏青 地方
3 週前,5,吊橋就在碧山巖停車場旁廁所在經過碧山巖牌樓不遠處吊橋非常穩固日面環山清靜幽美散步賞景的好去處,吊橋 碧山巖 停車場 廁所 經過 碧山巖 牌樓 不遠處 吊橋 穩固 日面 環山 清靜 幽美 散步 賞景 去處
3 週前,5,,
4 週前,4,停車場規劃不理想,停車場 規劃 理想
4 週前,4,平日好停車假日車多不建議去,平日 停車 假日 建議
4 週前,1,,
4 週前,5,台北市內湖區碧山路白石湖吊橋有草苺很多草苺好吃的還有很多餐廳裡coco32 餐點美味養生鍋好好吃人參雞湯好好吃等三杯雞浪漫水果鬆餅要訂位喔要不然客滿沒位子,台北市 內湖區 碧山路 白石湖 吊橋 草苺 很多 草苺 好吃 很多 餐廳 餐點 美味 養生鍋 好好 人參 雞湯 好好 浪漫 水果 鬆餅 訂位 位子
4 週前,4,,
1 個月前,4,,
1 個月前,5,,
1 個月前,1,涼爽的,涼爽
