setTime,star,content,seg_result
4 天前,5,,
1 週前,4,"苗栗客家圓樓

客家建築跟展示區

順遊我有活動時

可以來走走看看

特地來的話有點空虛

旅行 旅遊 景點 taiwan travel yoko揪旅行 yoko日常  クルメ b級クルメ 苗栗 苗栗縣 後龍鎮 客家圓樓",苗栗 客家 圓樓 客家 建築 展示區 活動 走走 空虛 旅行 旅遊 景點 旅行 日常 苗栗 苗栗縣 後龍鎮 客家 圓樓
3 週前,4,常來這外圍餵魚散心,外圍 餵魚 散心
3 週前,5,,
3 週前,5,傳統客家特色高鐵視野看圓樓,傳統 客家 特色 高鐵 視野 圓樓
3 週前,2,,
1 個月前,3,106年曾經來參觀免收費沒什麼好挑剔,106年 參觀 收費 挑剔
1 個月前,5,,
1 個月前,3,打卡拍照三分鐘就可以離開,打卡 拍照 分鐘 離開
1 個月前,5,,
1 個月前,3,無車位可停,車位
1 個月前,4,,
2 個月前,4,"客家圓樓
苗栗景點

近台鐵豐富車站
苗栗高鐵站旁

從遠遠地就看到了
造型吸睛的建築
近看水圳裡
清澈的河水令人映象深刻
圓樓池塘邊
還有綠頭鴨鴨在曬太陽
池裡的錦鯉
肥大得讓人讚嘆
只能說伙食應該是辦得不錯
.",客家 圓樓 苗栗 景點 台鐵 豐富 車站 苗栗 高鐵站 看到 造型 吸睛 建築 水圳 清澈 河水 映象 深刻 圓樓 池塘 綠頭 鴨鴨 曬太陽 錦鯉 讚嘆 伙食 不錯
2 個月前,3,,
2 個月前,1,無聊感覺就是蚊子館,無聊 感覺 蚊子館
2 個月前,5,,
3 個月前,1,無聊鳥地方,無聊鳥 地方
3 個月前,5,,
3 個月前,3,苗栗高鐵旁豐富車站邊動線僅一線巍峨聳路側天天整修中無緣窺戲台 四周繞一圈錦鯉池中遊 粉鴿駐屋簷列車呼嘯過遊人付闕如雖有圓樓名卻無客人遊戲台不見戲凳空台也空扇門曾迎客雙獅亦作揖何日客盈門再現喧鬧情,苗栗 高鐵 豐富 車站 動線 巍峨 聳路 整修 無緣 戲台 四周 錦鯉 屋簷 列車 呼嘯 遊人 闕如 圓樓 客人 遊戲台 戲凳 扇門 迎客 雙獅 作揖 盈門 再現 喧鬧
3 個月前,3,漂亮的公園圓形建築是開放的但在某些時候,漂亮 公園 圓形 建築 開放 某些 時候
3 個月前,5,,
3 個月前,1,很鳥的地方,地方
3 個月前,1,苗栗國捧共特產,苗栗國 捧共 特產
4 個月前,1,倒閉的蚊子館 不知道又浪費多少納稅人的血汗錢,倒閉 蚊子館 知道 浪費 多少 納稅人 血汗錢
4 個月前,1,還開放嗎斥資間蓋的蚊子館? 能想辦法作它用途除了展覽外?,開放 斥資 蚊子館 辦法 用途 展覽
4 個月前,5,前劉縣長蓋的蚊子館,縣長 蚊子館
4 個月前,5,,
5 個月前,3,蚊子館,蚊子館
5 個月前,2,,
5 個月前,5,不愧是苗栗的地標實在是太美了這邊看夕陽也是絕佳好地點,苗栗 地標 這邊 夕陽 絕佳 地點
5 個月前,4,客家日記,客家 日記
5 個月前,5,"一個人的鐵道旅行
乘著火車旅行順道來拍照的 ",鐵道 旅行 火車 旅行 拍照
7 個月前,5,,
7 個月前,3,,
7 個月前,3, ,
7 個月前,4,,
7 個月前,1,,
7 個月前,4,拍照打卡景點在黃昏時有高鐵橋做背景有種美感,拍照 打卡 景點 黃昏 高鐵橋 背景 美感
7 個月前,3,客家圓樓,客家 圓樓
7 個月前,4,,
7 個月前,2,可惜沒人潮就是敗筆之處商家無法續継營運導致現在的情況希望日後能得到更好的發展模式,可惜 人潮 敗筆 商家 營運 導致 現在 情況 希望 日後 得到 發展 模式
8 個月前,1,還以為是哪家大戶的靈骨塔,以為 大戶 靈骨塔
8 個月前,4,,
8 個月前,2,,
8 個月前,5,雖然目前關閉改裝沒有開放但不失為騎車打卡景點天氣晴朗時四周的風景還不錯,目前 關閉 改裝 開放 不失為 騎車 打卡 景點 天氣 晴朗 四周 風景 不錯
8 個月前,5,,
8 個月前,3,"整修期間路過無法入內參觀
仿土樓的建築物好拍有特色",整修 期間 路過 參觀 土樓 建築物 特色
8 個月前,3,,
9 個月前,4,,
9 個月前,5,,
9 個月前,3,慕名前來失望而歸僅有一些很多地方都有展出的農具以及圖片網路上看看也差不多還可以再用心一些,慕名 前來 失望 僅有 一些 很多 地方 展出 農具 圖片 網路 看看 用心 一些
9 個月前,2,"旁邊的溪水很清澈很多魚
圓樓好像沒營業了","旁邊 溪水 清澈 很多 魚
 圓樓 營業"
9 個月前,4,,
9 個月前,2,,
9 個月前,3,"內部整修
有機會再來",內部 整修 機會
9 個月前,3,,
9 個月前,4,"讓許多人知道客家傳統建築的一個地方
但就是花費太多金錢在這上面幾乎是蚊子館了.....",許多 知道 客家 傳統 建築 地方 花費 太多 金錢 上面 蚊子館
9 個月前,4,"身為客家人一定要去走走了解一下自己的來源
遇上下雨天剛好裡面可以躲雨
從一樓往上走
有一些客家文物與習俗傳統介紹
看完後感覺真的很棒介紹的很豐盛因為有介紹傳統客家菜看得我都餓了
這一趟下來
認識自己的客家文化與傳統
很滿足感覺心靈都成長了.
當然這也是見仁見智啦畢竟若單純只是要找有趣的地方這可能就沒這麼符合大眾的喜愛

到樓下的商店購買了一些傳統客家菜料跟店員姐姐說了一句客家話她說很久沒聽到這句話了是海陸腔哦
但我爸媽是海陸+泗縣所以我根本不知道自己是什麼腔每次都亂講
但也因為這樣感覺服務的姐姐瞬間親切客氣起來了
推薦給身為客家人的你來走走逛逛是很不錯的喔",身為 客家人 走走 了解 一下 來源 遇上 下雨天 裡面 躲雨 一些 客家 文物 習俗 傳統 介紹 看完 感覺 介紹 豐盛 介紹 傳統 客家 下來 認識 客家 文化 傳統 滿足 感覺 心靈 成長 見仁見智 單純 有趣 地方 符合 喜愛 樓下 商店 購買 一些 傳統 客家 菜料 店員 姐姐 客家話 聽到 海陸腔 爸媽 海陸 泗縣 知道 這樣 感覺 服務 姐姐 瞬間 親切 客氣 推薦給 身為 客家人 走走 逛逛 不錯
9 個月前,4,,
9 個月前,5,很大內觀滿漂亮的,內觀 漂亮
9 個月前,3,相關展示不豐富整體可看性普通,相關 展示 豐富 整體 可看性 普通
9 個月前,5,非常美的建築設計展現出過去客家文化的特色很值得去參觀裡面詳細介紹了客家文化及人文風情十分適合帶小孩一起來看看,建築 設計 展現出 過去 客家 文化 特色 值得 參觀 裡面 詳細 介紹 客家 文化 人文 風情 適合 小孩 看看
9 個月前,3,保留了客家傳統文化展區安排不錯 乾淨整潔鯉魚池裡的魚又多又肥但整體有點無聊逛個3 40分鐘就差不多了,保留 客家 傳統 文化 展區 安排 不錯 乾淨 整潔 鯉魚池 整體 無聊 3 40 分鐘 差不多
