setTime,star,content,seg_result
1 小時前,4,,
2 小時前,5,"東勢林場門票250元
適合一日遊
也可以選擇住宿門票可以折抵
適合長輩健走跟溜小孩消耗體力
不同季節有不同的景色
1櫻花季2梅花季3油桐花季4螢火蟲季5甲蟲季6秋楓季
看喜歡什麼主題可以選擇花開的月份過去
實際時間還是看官網提供的花況時間為主
79月的話主要都是綠油油的森林浴
有些步道可以看到穿山甲或是山羊還是要看運氣

戶外仍有許多蚊蟲需要帶防蚊物品

今日麻豆小貓熊

東勢林場",東勢林場 門票 250 適合 選擇 住宿 門票 折抵 適合 長輩 健走 小孩 消耗 體力 不同 季節 不同 景色 櫻花季 梅花季 油桐 花季 火蟲季 甲蟲季 楓季 喜歡 主題 選擇 花開 月份 過去 實際 時間 官網 提供 花況 時間 為主 9月 綠油油 森林 有些 步道 看到 穿山甲 山羊 看運氣 戶外 許多 蚊蟲 需要 防蚊 物品 今日 麻豆 東勢 林場
1 天前,2,"螢火蟲期間一間兩人房4000元進園區還要停車費雖說只有50元但是杉林溪 都不用再付門票及停車費
住宿櫃檯小姐沒有笑容冷淡地回應顧客
餐廳服務不錯但是不少蒼蠅
管理不是很完善去到體能訓練場停車場停好車被去做戶外教學的花x國中趕說他們包場我不能停在那我問那我可以停哪裡隊輔說你可以路邊停紅線紅線不是禁止停車你這樣還要輔導國中生我也沒有看到任何告示通知此地無法停車我強烈表達不滿就繞到遠處的停車場停車了且他們在裡面大量使用揚聲器另我們很不舒適玩一下下就離開了",螢火蟲 期間 4000 園區 停車費 50 杉林溪  門票 停車費 住宿 櫃檯 小姐 沒有 笑容 冷淡 回應 顧客 餐廳 服務 不錯 不少 蒼蠅 管理 完善 體能 訓練場 停車場 停好 車被 戶外 教學 國中 包場 哪裡 隊輔 紅線 紅線 禁止 停車 這樣 輔導 國中生 看到 任何 告示 通知 停車 強烈 表達 不滿 繞到 遠處 停車場 停車 裡面 大量 使用 揚聲器 舒適 一下下 離開
1 天前,5,螢火蟲季節真的很美,螢火蟲 季節
1 天前,5,,
1 天前,4,,
1 天前,5,螢火蟲精彩,螢火蟲 精彩
1 天前,3,"衝著螢火蟲本人已造訪多次
總結一下這幾次的經歷

1.體能訓練場網路上看起來很有趣但基本上沒帶小孩的話我覺得可以不用去

2.五點開賣的餐點我五點多才買而已拿到的湯不熱便當青菜發黃裡面還有一根頭髮

3.可能紅色玻璃紙的宣導不夠我每次都還是能看到一堆人拿著手電筒在亂照別說影響螢火蟲連我本人都快瞎了更有人直接帶著發光頭飾進來

4.螢火蟲路線內有標示請勿進入的範圍即便我已出聲提醒還是有人不停無視黃線警語往下面闖

5.無數大人不停的在小孩面前徒手揮舞著抓螢火蟲沒死沒傷的螢火蟲只能算命大甚至小孩子也有樣學樣的直接拍死螢火蟲

真的很感慨某些人的素質.
我每次去都能重複的不停看到以上的行為
而且為數巨多

這三顆星是給壯麗的螢火蟲還有園區雖然很大但依然維護的很好

真心希望園區能越來越好才決定留下這個評價

希望未來的每一年我還能為了沒被破壞殆盡的螢火蟲復育園區再次造訪",螢火蟲 造訪 總結 一下 經歷 體能 訓練場 網路 有趣 基本 小孩 覺得 五點 開賣 餐點 五點 拿到 便當 青菜 發黃 裡面 頭髮 紅色 玻璃紙 宣導 看到 手電筒 影響 螢火蟲 直接 發光 頭飾 進來 螢火蟲 路線 標示 進入 範圍 出聲 提醒 不停 無視 黃線 警語 下面 無數 大人 不停 小孩 面前 揮舞 螢火蟲 螢火蟲 算命 小孩子 有樣學樣 直接 拍死 螢火蟲 感慨 某些 素質 重複 不停 看到 以上 行為 為數 巨多 壯麗 螢火蟲 園區 維護 真心 希望 園區 決定 留下 評價 希望 未來 破壞 殆盡 螢火蟲 復育 園區 造訪
1 天前,4,螢火蟲超多超壯觀,螢火蟲 壯觀
2 天前,5,螢火蟲很多 人也是很多,螢火蟲 很多 很多
2 天前,5,,
2 天前,1,"不知道為什麼都在車輛管制賞螢時段也就算了小朋友可以走路走那麼遠嗎住宿的放行露營的就不能停到裡面ㄧ點的停車場是歧視露營的或是一般不住宿的民眾嗎想收接駁車的錢嗎

剩下沒玩到的區域我可以退錢嗎還是乾脆分兩區分別收錢算了",知道 車輛 管制 時段 小朋友 走路 住宿 放行 露營 停到 裡面 ㄧ點 停車場 歧視 露營 住宿 民眾 接駁車 剩下 玩到 區域 退錢 乾脆 收錢 算了
2 天前,5,"不專業介紹住宿篇

東勢林場
423台中市東勢區勢林街61號

梅林山莊小木屋
雙人房一大床2800.

一早搭乘715分的209豐原客運來到東勢林場

園區六點半就開放營業所以我們大概八點多抵達就先去櫃檯寄放行李

就開始走走看看可惜沒多久就下大雨
之後再介紹園區內的設備

下午三點才能入住所以等待時間有點久休息區的位子上都有寫不能用餐及飲食但也一堆人沒遵守飯店業者也沒阻止

這週一堆人出遊也讓飯店業者大賺一筆

房號2705
二面都有窗戶一張雙人床床偏硬但睡起來也很舒服

提供冷氣及電扇

有煮水壺也有提供二瓶礦泉水

有提供茶包咖啡包提供一次性的牙刷牙膏梳子一次性浴帽

室內鞋不能帶走喔也有提供浴室拖鞋

浴室提供沐浴乳及洗髮乳衛浴有浴缸孩子泡澡之後吃完宵夜就秒睡

整體不錯可惜白天蒼蠅超多孩子一直gg叫
晚上螢火蟲還蠻多的但孩子的心完全在別人孩子身上根本無法好好享受這美好光景無害的環境才能復育出螢火蟲

提供早餐隔天11點退房可以遊玩到下午五點

我們預計搭乘1740分客運回豐原車站再轉搭火車回家","專業 介紹 住宿 東勢 林場 台中市 東勢區 勢林街 61號 梅林 山莊 木屋 雙人房 2800.

 搭乘 715 209 豐原 客運 來到 東勢 林場 園區 六點半 開放 營業 八點 抵達 櫃檯 寄放 行李 開始 走走 看看 可惜 多久 大雨
 之後 介紹 園區 設備 下午 三點 入住 等待 時間 有點 休息區 位子 用餐 飲食 遵守 飯店 業者 阻止 出遊 飯店 業者 大賺 房號 2705 窗戶 雙人 床床 舒服 提供 冷氣 電扇 煮水壺 提供 礦泉水 提供 茶包 咖啡包 提供 次性 牙刷 牙膏 梳子 一次性 浴帽 室內鞋 帶走 提供 浴室 拖鞋 浴室 提供 沐浴乳 洗髮乳 衛浴 浴缸 孩子 泡澡 之後 吃完 宵夜 整體 不錯 可惜 白天 蒼蠅 孩子 晚上 螢火蟲 孩子 孩子 享受 美好 光景 無害 環境 螢火蟲 提供 早餐 隔天 11點 退房 遊玩 下午 五點 預計 搭乘 1740 客運 豐原 車站 轉搭 火車 回家"
2 天前,5,,
2 天前,5,螢火蟲很多,螢火蟲 很多
2 天前,4,"火金姑很漂
門票貴森森","漂
 門票 貴森森"
3 天前,4,可來踏青健走運動賞花還可體能訓練一下,踏青 健走 運動 體能 訓練 一下
3 天前,5,"油桐花開囉
可以來囉
螢火蟲季到四月底唷",油桐花 螢火蟲季 四月
3 天前,5,,
3 天前,5,,
3 天前,4,門票全票250蠻貴的如果是平日1500後有星光票園內很大有很多步道422來有很多油桐花和櫻花,門票 全票 250 平日 1500 星光 票園 很多 步道 422 很多 油桐花 櫻花
