setTime,star,content,seg_result
2 小時前,3,還好的點景...,點景
10 小時前,5,玻璃藝術品精美適合全家大小來參觀,玻璃 藝術品 精美 適合 全家 大小 參觀
15 小時前,5,夜拍玻璃廟很美,夜拍 玻璃廟
1 天前,5,科技的照片門票是199元有送杯跟拖鞋假日還可以DlY手做商品裡面更有玻璃相關物品可以參觀相關商品可以買例如生活的鍋碗瓢盆,科技 照片 門票 199 送杯 拖鞋 假日 商品 裡面 玻璃 相關 物品 參觀 相關 商品 生活 鍋碗 瓢盆
1 天前,2,玻璃工廠免費入場但最精華的玻璃走廊要199入場費 送兩個玻璃杯,玻璃 工廠 免費 入場 精華 玻璃 走廊 199 入場費 玻璃杯
1 天前,3,"參觀時間30分鐘
參觀時段週二1600

為了玻璃媽祖廟來的但當天氣候不佳又遇到裝修沒辦法拍到漂漂的全貌可惜了
其餘會場就是一個接團體的大型購物場藝術品各種類型都被放在一起沒什麼分類櫥窗內也是擺放擁擠覺得委屈了那些藝術品",參觀 時間 30 分鐘 參觀 時段 週二 1600 玻璃 當天 氣候 不佳 遇到 裝修 沒辦法 拍到 漂漂 全貌 可惜 其餘 會場 團體 大型 購物場 藝術品 類型 在一起 分類 櫥窗 擺放 擁擠 覺得 委屈 那些 藝術品
1 天前,5,用玻璃製作的植物和雀鳥如斯精細巧奪天工還有DIY吹玻璃做杯碟等很好玩呀當然也要去玻璃媽祖廟參拜喇,玻璃 製作 植物 雀鳥 精細 巧奪天工 玻璃 杯碟 好玩 玻璃 參拜
2 天前,4,,
2 天前,5,,
3 天前,4,,
3 天前,3,,
3 天前,5,,
3 天前,5,,
3 天前,4,"不錯玩晚上更美但人潮變少了很多
",不錯 晚上 人潮 很多
3 天前,4,,
4 天前,5,,
