setTime,star,content,seg_result
1 天前,5,,
1 天前,5,,
1 天前,5,,
2 天前,5,讚喔,
2 天前,4,,
3 天前,5,很棒,
3 天前,4,,
3 天前,5,育教娛樂的好地方,育教 娛樂 地方
3 天前,5,,
3 天前,5,,
3 天前,5,很棒可以帶小孩來玩半天,小孩
4 天前,5,"很適合帶小朋友來這裡走走欸
冷氣超涼 還有電影跟地震體驗館都超棒",適合 小朋友 這裡 走走 冷氣 電影 地震 體驗館 超棒
4 天前,5,,
4 天前,5,,
4 天前,5,空間展出很漂亮很值得來逛逛看看,空間 展出 漂亮 值得 逛逛
4 天前,5,,
4 天前,5,,
4 天前,5,好玩又有趣,好玩 有趣
1 週前,5,有大量車位資訊很多很有趣很適合來玩半日,大量 車位 資訊 很多 有趣 適合
1 週前,5,酷,
1 週前,4,,
1 週前,5,寓教於樂親子同遊好地方,寓教於樂 親子 地方
1 週前,5,不錯不用門票室內乾淨涼爽舒適參觀很舒服,不錯 門票室 乾淨 涼爽 舒適 參觀 舒服
1 週前,5,很多好玩的東西孩子很開心 ,很多 好玩 東西 孩子 開心
1 週前,5,放風好地方,放風 地方
1 週前,4,親子遊的好地方,親子 地方
1 週前,5,,
1 週前,5,4D電影富有教育意味,電影 富有 教育 意味
1 週前,5,,
1 週前,5,,
1 週前,5,有很多電的介紹但覺得互動體驗不多適合小孩的就是劇場跟地震體驗有場次需注意時間還有2層樓的溜滑梯只是不管大小胖瘦溜到下面某點一定會卡住請跟小孩提醒要用腳或手掌來撐往下滑不要停在哪裡會被上面下來的撞到如果是穿短袖也不要用手肘去撐小孩細皮會造成紅腫或破皮至於外面的遊樂設施每個公園都有看個人時間,很多 介紹 覺得 互動 體驗 適合 小孩 劇場 地震 體驗 場次 注意 時間 溜滑梯 大小胖 下面 卡住 小孩 提醒 手掌 哪裡 上面 下來 撞到 短袖 手肘 小孩 細皮 造成 紅腫 破皮 外面 遊樂 設施 公園 時間
1 週前,5,免費的地點充滿知識的地方,免費 地點 充滿 知識 地方
1 週前,5,,
1 週前,5,,
1 週前,5,很棒的體驗,體驗
1 週前,5,,
1 週前,5,集寓教於樂放鬆休閒 值得帶小朋友走走的館場,寓教於 放鬆 休閒 值得 小朋友 走走 館場
1 週前,5,,
1 週前,5,,
1 週前,4,,
1 週前,5,免門票跟免費停車超佛心工作人員氣質有禮貌很多台電相關的展覽4D電影跟地震體驗很棒室外溜滑梯好玩冰棒好吃室內有冷氣戶外還有兒童遊樂設施大概能玩2小時讚讚,門票 免費 停車 佛心 工作 人員 氣質 禮貌 很多 台電 相關 展覽 電影 地震 體驗 溜滑梯 好玩 冰棒 好吃 冷氣 戶外 兒童 遊樂 設施 小時 讚讚
2 週前,5,,
2 週前,5,很棒的地方 寓教於樂,地方 寓教於樂
2 週前,4,學習到電力的發展是親子旅遊的好地方,學習到 電力 發展 親子 旅遊 地方
2 週前,5,免門票 室內有冷氣 廁所也乾淨,門票 冷氣 廁所 乾淨
2 週前,4,,
2 週前,5,,
2 週前,5,,
2 週前,4,,
2 週前,5,,
2 週前,5,,
2 週前,5,,
2 週前,5,增廣見聞寬敞舒適不用門票值得帶小朋友來走走,增廣 見聞 寬敞 舒適 門票 值得 小朋友 走走
2 週前,5,還不錯,不錯
2 週前,5,,
2 週前,5,打卡送代幣,打卡 代幣
2 週前,5,"小孩子放電到好地方
有4D影片介紹發電廠
更推薦裡面賣到海水淡化的冰棒平價好吃",小孩子 放電到 地方 影片 介紹 發電廠 推薦 裡面 賣到 海水 淡化 冰棒 平價 好吃
2 週前,5,躲太陽的好地方,躲太陽 地方
2 週前,5,小孩玩得很開心有長長的溜滑梯,小孩 開心 長長 溜滑梯
2 週前,4,超高溜滑梯跟展示電力方式寓教於樂,超高 溜滑梯 展示 電力 方式 寓教於樂
2 週前,5,好玩而且可以帶狗 ,好玩
2 週前,5,好玩多種體驗,好玩 體驗
2 週前,5,適合全家人去的好地方,適合 家人 地方
2 週前,5,未來沒有便宜的電可以用了花大錢跟台南買電吧,未來 沒有 便宜 大錢 台南
2 週前,5,免費而且接待人員很親切穿著ol裝中午避暑好去處,免費 接待 人員 親切 穿著 中午 避暑
2 週前,5,,
2 週前,5,溜滑梯好好玩,溜滑梯 好好
2 週前,5,好玩,好玩
2 週前,5,很乾淨很不錯,乾淨 不錯
2 週前,5,孩子吸收新知放風好趣處 ,孩子 吸收 新知 放風 好趣處
2 週前,5,親子活動,親子 活動
2 週前,5,,
2 週前,4,,
2 週前,5,,
2 週前,5,有4D影片免費觀看及許多互動遊戲有小朋友是很不錯的地點,影片 免費 觀看 許多 互動 遊戲 小朋友 不錯 地點
2 週前,5,"館內有很多互動體驗的設備
也有許多有趣的導覽解說
很適合一家人來增廣見聞",很多 互動 體驗 設備 許多 有趣 導覽 解說 適合 一家人 增廣 見聞
2 週前,5,"平日來沒有什麼人 不需花錢購票 也有冷氣吹
裡面很多介紹 還有許多體驗","平日 沒有 花錢 冷氣 吹
 裡面 很多 介紹 許多 體驗"
2 週前,5,維護的相當用心,維護 用心
2 週前,5,,
2 週前,5,展示館內有導覽解說有時間的話可以慢慢觀賞二樓也有展示區最後還有休息咖啡廳可以買冰棒坐下休息聊聊天三五好友好快樂,展示館 導覽 解說 時間 慢慢 觀賞 二樓 展示區 最後 休息 咖啡廳 冰棒 坐下 休息 聊聊天 三五 好友 快樂
2 週前,4,,
2 週前,5,,
2 週前,5,,
2 週前,3,,
2 週前,5,,
2 週前,5,,
2 週前,5,"非常推沒來過可以來參觀學習

1.停車場離會場近
2.戶外有兒童遊戲區
3.全區免門票
4.設施新穎有維護
5.洗手間乾淨沒有異味
6.飲料冰品價格合理

打從一進門接待小姐姐就很專業也很熱心的接待每個人值得按贊並延續下去

主體外觀有年份但室內設施真的很用心維護電的知識加上教材互動而那2樓高的室內溜滑梯大人小孩都愛玩

地震教育中心能感受震度發生地震時的防護

3D電影30分鐘內容小朋友都會喜歡聲光效果佳

廁所真的保持很有水準3040年前的鋪陳連小便斗上都還保留當時劉德華的代言但用廁環境比90其他景區還舒服真是難得

小朋友除了學習電的知識外還能玩遊戲

值得一來再來",來過 參觀 學習 停車場 會場 戶外 兒童 遊戲區 門票 設施 新穎 維護 洗手間 乾淨 沒有 異味 飲料 冰品 價格 合理 打從 進門 接待 小姐姐 專業 熱心 接待 值得 按贊 延續 主體 外觀 年份 設施 用心 維護 知識 教材 互動 2樓 溜滑梯 大人 小孩 愛玩 地震 教育 中心 感受 震度 發生 地震 防護 電影 30 分鐘 內容 小朋友 喜歡 聲光 效果 廁所 保持 水準 3040 鋪陳 小便斗 保留 當時 代言 環境 90 其他 景區 舒服 難得 小朋友 學習 知識 遊戲 值得
3 週前,5,,
3 週前,4,免費的遛孩子去處,免費 孩子
3 週前,5,,
3 週前,5,值得一探的好所在,值得 所在
3 週前,5,免費停車場及免費參觀是五個用心經營且富有教育內容的觀光景點非常適合家長帶小朋友來訪,免費 停車場 免費 參觀 用心 經營 富有 教育 內容 觀光 景點 適合 家長 小朋友 來訪
3 週前,5,,
3 週前,5,,
