setTime,star,content,seg_result
5 小時前,4,,
1 週前,5,美景,美景
2 週前,5,很療癒的海底世界,療癒 海底 世界
1 個月前,5,來幾次都不會膩,
1 個月前,5,,
1 個月前,5,棒,
1 個月前,5,台灣最好的島嶼之一..,台灣 島嶼
2 個月前,4,,
2 個月前,5,,
2 個月前,5,自由行即可,自由行
3 個月前,5,綠島的美只有去過才知道島上有許多特色秘境走到哪都是堪藍的大海藍天非常適合來渡假放鬆,綠島 知道 許多 特色 秘境 走到 堪藍 大海 藍天 適合 渡假 放鬆
3 個月前,5,,
4 個月前,5,,
5 個月前,5,照著緩島的步調緩慢的享受這座美麗的島嶼宇宙所帶來的能量晚上回緩島跟管家還有小幫手玩到最後無遺憾完美 ,緩島 步調 緩慢 享受 美麗 島嶼 宇宙 帶來 能量 晚上 緩島 管家 幫手 最後 遺憾 完美
5 個月前,5,特別好玩,特別 好玩
5 個月前,5,只能說暑假人好多啊愛玩水的好地方可惜我們家都是旱鴨子來看看風景看看海,暑假 地方 可惜 旱鴨子 看看 風景 看看
5 個月前,5,細細品味這島嶼的故事,細細 品味 島嶼 故事
6 個月前,5,,
6 個月前,5,很chill的小島,小島
6 個月前,4,很美麗的島嶼很熱鬧的街道很漂亮的風景很舒服的空氣很棒棒的環境如果可以建造海上公路或海底隧道我想會更多人想去看看,美麗 島嶼 熱鬧 街道 漂亮 風景 舒服 空氣 棒棒 環境 建造 公路 隧道 想會 更多 看看
6 個月前,4,綠島第一次去一天的時間是不夠的還蠻推薦的明年應該還會再排行程,綠島 第一 時間 推薦 明年 行程
6 個月前,4,很機車,機車
6 個月前,5,,
6 個月前,5,火燒島真是名不虛傳.是蠻值得旅遊的地方,火燒島 名不虛傳 值得 旅遊 地方
6 個月前,1,為了觀光還存在的地方物品食品全都觀光價,觀光 存在 地方 物品 食品 觀光價
7 個月前,5,太平洋上的小火燒島自然人文景觀豐富值得一來再來體驗,太平洋 火燒島 自然 人文 景觀 豐富 值得 一來 體驗
7 個月前,4,非常棒的地方可以規劃較長的時間在島上細細品嚐風土人情暨人文景觀,地方 規劃 時間 細細 品嚐 風土 人情 人文 景觀
