setTime,star,content,seg_result
26 分鐘前,5,吃吃喝喝購買漁獲,喝喝 購買 漁獲
1 小時前,4,"假日遊客多垃圾桶滿出來了

有待進一步改善 ",假日 遊客 垃圾桶 出來 有待 改善
1 小時前,3,,
2 小時前,4,"大概10年沒來了變的非常多
蠻乾淨的騎機車進來不用收費",10 乾淨 機車 進來 收費
3 小時前,4,,
3 小時前,4,,
4 小時前,4,熱鬧很多小吃美食,熱鬧 很多 小吃 美食
4 小時前,1,泰國蝦買公蝦給母蝦寫活蝦賣死蝦2023年還能遇到這樣的事超棒的,泰國 公蝦 2023年 遇到 這樣 超棒
5 小時前,5,,
5 小時前,5,,
5 小時前,4,很多停車亂象,很多 停車 亂象
6 小時前,4,統一單價各攤相同省得比價,單價 相同 省得 比價
6 小時前,5,,
8 小時前,4,,
8 小時前,3,,
9 小時前,4,,
9 小時前,5,新鮮魚貨,新鮮魚貨
11 小時前,5,,
21 小時前,5,,
1 天前,5,總是擁擠的人潮,擁擠 人潮
1 天前,5,現在環境都很乾淨 ,現在 環境 乾淨
1 天前,5,,
1 天前,5,,
1 天前,5,,
1 天前,5,,
1 天前,5,"然而四句新人z70
5 we",新人 70
1 天前,2,有點失望,失望
1 天前,5,,
2 天前,3,,
2 天前,5,,
2 天前,4,,
2 天前,5,漁獲各式海鮮種類齊全很多選擇都可以在這邊買也有許多小吃美食熱炒是個適合幫自己午餐晚餐加菜的好地方 內用餐飲區乾淨價格不貴親民停車場也很大十分方便,漁獲 海鮮 種類 齊全 很多 選擇 這邊 許多 小吃 美食 適合 午餐 晚餐 加菜 地方 內用 餐飲區 乾淨 價格 親民 停車場 方便
2 天前,4,,
2 天前,5,,
2 天前,5,漁貨新鮮又很便宜適合大採購 ,漁貨 新鮮 便宜 適合 採購
2 天前,4,,
2 天前,5,,
2 天前,5,悠閒的好地方,悠閒 地方
3 天前,5,,
3 天前,5,我喜歡帶全家出遊好去處吃飽喝足再去三井逛逛,喜歡 出遊 去處 吃飽喝足 三井 逛逛
3 天前,3,,
3 天前,5,,
3 天前,4,,
3 天前,4,許多當地的船隻和商人都很友好  友好,許多 當地 船隻 商人 友好 友好
3 天前,5,,
3 天前,5,,
3 天前,4,買太貴了,
3 天前,4,,
