setTime,star,content,seg_result
21 小時前,5,"高雄人的後花園之一景色優美環境也乾淨有泡茶區烤肉區美麗的湖泊是一個休閒運動的好去處

森芝森服飾生活百貨112.04.23
歡迎蒞臨門市+加入臉書社團",高雄人 後花園 景色 優美 環境 乾淨 泡茶區 烤肉區 美麗 湖泊 休閒 運動 去處 服飾 生活 百貨 112.04.23 歡迎 蒞臨 門市 加入 臉書 社團
1 天前,3,,
1 週前,5,美麗漂亮的湖泊,美麗 漂亮 湖泊
2 週前,4,湖色景緻秀麗廣闊可健走運動的地方建議抱著悠閑的心情來,湖色 景緻 秀麗 廣闊 健走 運動 地方 建議 悠閑 心情
2 週前,4,高雄市的第一大湖以三橋六勝八景為著名景點園區設有7公里的環湖步道很適合步行運動可能是近期都未下雨園區很多樹都乾枯沒往年花開的茂盛目前高雄市民不需購買門票記得要帶身分證提供檢驗,高雄市 第一 三橋 六勝 著名 景點 園區 設有 公里 步道 適合 步行 運動 近期 下雨 園區 很多 乾枯 往年 茂盛 目前 高雄 市民 購買 門票 記得 身分證 提供 檢驗
2 週前,4,可惜天氣灰濛濛如果氣候好一點會更美,可惜 天氣 灰濛濛 氣候
2 週前,5,很漂亮的湖週圍鳥松鄉不少有禪意的寺廟透天別墅,漂亮 週圍 鳥松鄉 不少 禪意 寺廟 透天 別墅
2 週前,5,,
3 週前,3,不能說不好 但也沒到好 比較適合沒什麼事的時候路過看看,適合 時候 路過
3 週前,5,是個早晨運動休閒的好地方,早晨 運動 休閒 地方
3 週前,5,風景優美清風拂面忘卻都市的煩憂,風景 優美 清風 拂面 忘卻 都市 煩憂
1 個月前,5,,
1 個月前,4,"喜歡這裡的空氣 環境
偶爾還有市集喔",喜歡 這裡 空氣 環境 市集
1 個月前,5,,
1 個月前,5,,
1 個月前,5,整個澄清湖園區裡除了迷宮花園很糟別去外其他景點都值得逛逛,澄清湖 園區 迷宮 花園 其他 景點 值得 逛逛
2 個月前,5,,
2 個月前,5,"大超級大
有體力的可以進去散步
走完全程大約23個小時
完全就是繞著湖沈浸在大自然裡
很棒",體力 進去 散步 走完 23 小時 沈浸 大自然
2 個月前,5,,
2 個月前,5,,
2 個月前,5,,
2 個月前,4,空氣好視野開闊騎單車散步健走的好地方,空氣 視野 開闊 單車 散步 健走 地方
2 個月前,5,,
2 個月前,5,,
2 個月前,5,,
2 個月前,4,"從小到大很常來的運動
設備和路面老舊缺乏維護
可惜了自然風景很優美
用心經營一定會很棒",運動 設備 路面 老舊 缺乏 維護 可惜 自然 風景 優美 用心 經營
2 個月前,4,,
2 個月前,5,,
2 個月前,5,適合散步裡面的湖很美 ,適合 散步 裡面
2 個月前,5,,
2 個月前,4,"高雄市民免費入園必需看實體政件手機拍照不算

汽車停車一次100

環湖步道很好走樹蔭多","高雄 市民 免費 入園 實體 政件 手機 拍照 汽車 停車 100

 步道 樹蔭"
2 個月前,5,,
2 個月前,5,"2023年大年初三
跟朋友來這裡走走
發現這裡很好停車視野遼闊
很多地方的遮蔭很良好不會曬太陽
也有泡茶區",2023年 大年初三 朋友 這裡 走走 發現 這裡 停車 視野 遼闊 很多 地方 遮蔭 良好 曬太陽 泡茶區
2 個月前,5,視野優散步運動皆適宜,視野 散步 運動 適宜
2 個月前,4,,
3 個月前,3,,
3 個月前,5,遊園休憩的好地方只是有時候真的太熱了建議自備傘及帽子遮陽小黑蚊也是不遑多讓常常跑出來叮咬人其中有一個賣關東煮的攤販老闆娘不怕客人多咬些湯喝一樣15的關東煮吃得飽喔也有賣小琉球的麻花卷和一支40的日本冰棒生意興隆很多遊園的民眾攜家帶眷車位也是一位難求,遊園 休憩 地方 建議 自備 帽子 遮陽 黑蚊 不遑 跑出來 叮咬 關東 攤販 老闆娘 客人 一樣 15 關東 小琉球 麻花卷 40 日本 冰棒 生意 興隆 很多 遊園 民眾 攜家 帶眷 車位
3 個月前,5,打卡送海鮮漿,打卡 海鮮漿
3 個月前,1,一個知名景點的觀光風景區竟無法帶狗進去算是見識到了,知名 景點 觀光 風景區 進去 算是 見識到
3 個月前,1,我只能給一分因為湖裡面都是外來魚種充斥著殺戮的氣息一點也不平靜,裡面 魚種 充斥 殺戮 氣息 一點 平靜
3 個月前,2,南部人喝的水輸翡翠水庫好幾條街,南部 翡翠 水庫 好幾
3 個月前,5,優質,
3 個月前,5,散步休閒的好地方,散步 休閒 地方
3 個月前,4,高雄市民免費全票100機車30內有幾站Ubike,高雄 市民 免費 全票 100 機車 30
3 個月前,5,,
3 個月前,5,,
3 個月前,5,好美的地方也很適合跑步,地方 適合 跑步
