setTime,star,content,seg_result
11 小時前,4,,
14 小時前,5,Coach 店員和服務台人員對客戶親切,店員 服務台 人員 客戶 親切
23 小時前,5,,
1 天前,4,,
1 天前,5,,
1 天前,5,住宿方便購物開心用餐選擇多夜景很美全家旅遊的好去處 ,住宿 方便 購物 開心 用餐 選擇 夜景 美全家 旅遊 去處
1 天前,5,購物商場滿多元化的停車消費購物折底也很實惠,購物 商場 多元化 停車 消費 購物 折底 實惠
2 天前,5,還挺不錯逛的 ,不錯
2 天前,4,,
2 天前,5,,
2 天前,4,,
2 天前,5,,
3 天前,5,餐廳選擇性沒有很多元可以再加油,餐廳 選擇性 沒有 很多 加油
3 天前,3,,
4 天前,5,,
4 天前,3,,
4 天前,3,愈來愈不好逛.,
4 天前,4,商品很豐富,商品 豐富
4 天前,4,,
4 天前,3,,
5 天前,4,,
5 天前,5,,
5 天前,4,,
6 天前,5,,
6 天前,4,Outlet的衣服鞋子很好買停車格有點小停車要記一下不然會迷路,衣服 鞋子 停車格 停車 一下 迷路
6 天前,5,,
6 天前,5,,
6 天前,5,"是一個不錯的假日好去處
但A區像孤兒人都往C區和B區露天廣場去A區2樓改裝那麼久都還封著估計是招不到商畢竟A棟本身就比較小了A區一家店的占用面積又大每一樓只有56家店怎麼能奢望遊客會對A區感興趣呢沒有一個全面性的改裝或大興土木擴大A區恐怕誰都救不了那裡了光看其他評論的照片就會發現哪裡有人發自己去A區的照片了呀沒多少品牌更沒有什麼景觀裝飾等看點直接被多數遊客完美省略掉了",不錯 假日 去處 孤兒人 露天 廣場 2樓 改裝 估計 占用 面積 56 奢望 遊客 感興趣 沒有 全面性 改裝 大興土木 擴大 救不了 那裡 其他 評論 照片 發現 哪裡 照片 多少 品牌 沒有 景觀 裝飾 看點 直接 多數 遊客 完美 省略掉
6 天前,3,太大  太無聊,無聊
1 週前,3,"不是很好逛
汽車停車場複雜",汽車 停車場 複雜
1 週前,5,,
1 週前,5,,
1 週前,3,,
1 週前,5,,
1 週前,5,"很大很多可以逛
FotoBox拍貼機拍起來很醜",很多 拍貼機 拍起來
1 週前,5,,
1 週前,5,很好逛很好賣價格超級殺,價格
1 週前,5,,
1 週前,5,衣服好逛,衣服
1 週前,2,,
1 週前,4,停車場的停車格有夠小的誇張,停車場 停車格 誇張
1 週前,3,,
1 週前,4,停好機車再往上爬坡步入購物廣場然後覺得這是哪我要何去何從我要搭電梯到哪才能找到Gap騎機車好遠的我突然也想找化妝室休息一下算了下次還是搭等接駁好了原來有這麼多人在排隊還以為是在搶買什麼限量商品排整路,停好 機車 爬坡 步入 購物 廣場 覺得 何去何從 電梯 找到 機車 化妝室 休息 一下 算了 搭等 接駁 這麼多 排隊 以為 搶買 限量 商品 排整
1 週前,5,,
1 週前,5,,
1 週前,5,地方夠大適合逛街購物,地方 適合 逛街 購物
1 週前,5,"造鎮的感覺食衣住行都包含在裡面了喜歡玩刺激的遊樂設施這邊都有
今天使用的是星光票便宜又可以坐摩天輪體驗了但因為懼高所以全程不敢往下看....不怕的可以來欣賞晚上的義大之美
晚上肚子餓不用怕購物廣場2樓有小型夜市可以逛逛吃飽飽",造鎮 感覺 食衣住行 包含 裡面 喜歡 刺激 遊樂 設施 這邊 今天 使用 星光票 便宜 摩天輪 體驗 欣賞 晚上 義大 晚上 肚子 購物 廣場 2樓 小型 夜市 逛逛 吃飽飽
1 週前,4,,
1 週前,5,,
1 週前,3,,
1 週前,4,"義大世界購物廣場是全台灣第一間暢貨購物中心也是全台首創品牌直營的 Outlet Mall它占地 58000 坪擁有 700 個品牌進駐並提供許多超值優惠折扣
商場建築以現代古典風格打造像是其中的天幕廣場歐式噴水池讓人彷彿來到了澳門的威尼斯人此外還有許多娛樂設施例如摩天輪溜滑梯立體旋轉溜滑梯大型室內滑冰場及3D立體數位電影城等等
總而言之義大世界購物廣場是一個非常適合購物和休閒娛樂的地方您可以在那裡享受購物的樂趣同時也可以體驗許多有趣的娛樂設施",購物 廣場 台灣 第一 暢貨 購物 中心 首創 品牌 直營 占地 擁有 品牌 進駐 提供 許多 超值 優惠 折扣 商場 建築 現代 古典 風格 打造 天幕 廣場 噴水池 來到 澳門 威尼斯人 許多 娛樂 設施 摩天輪 溜滑梯 立體 旋轉 溜滑梯 大型 滑冰場 3D 立體 電影城 購物 廣場 適合 購物 休閒 娛樂 地方 那裡 享受 購物 樂趣 同時 體驗 許多 有趣 娛樂 設施
1 週前,1,"除了自己開車以外沒別的交通工具可以回高雄市區接駁車客滿櫃檯叫不到計程車Uber  55688有沒有車願意來
實在太過偏僻了好慘",開車 以外 別的 交通 工具 高雄 市區 接駁 車客 櫃檯 計程車 願意 偏僻
1 週前,5,,
1 週前,3,規劃質感還需精進,規劃 質感 精進
1 週前,3,,
1 週前,5,,
1 週前,5,讚讚讚讚讚讚 ,讚讚 讚讚 讚讚
1 週前,4,,
2 週前,4,超長溜滑梯  玩了兩次,超長 溜滑梯
2 週前,4,,
2 週前,5,很大又容易迷路但選擇很多超棒 ,容易 迷路 選擇 很多 超棒
2 週前,5,品牌多非常好買,品牌
2 週前,2,,
2 週前,4,,
2 週前,5,大型購物中心品牌齊全,大型 購物 中心 品牌 齊全
2 週前,4,,
2 週前,3,"充滿灰塵的outlet
但仔細挖還是可以找到一些可愛的東西",充滿 灰塵 仔細 找到 一些 可愛 東西
2 週前,5,購物與遊歷體驗良好 不擁擠 不必排隊,購物 遊歷 體驗 良好 擁擠 排隊
2 週前,5,,
2 週前,5,"如果用心逛街
真的可以買到不錯的商品
吃的喝的",用心 逛街 買到 不錯 商品
2 週前,2,清潔變差店家變少,清潔 變差 店家
2 週前,5,,
2 週前,5,"擁有的精品品牌數量可以基本上符合購物所需但是想要日系品牌的話還是會選擇SKM PARK
這裡MUJI很小間比較無法滿足最低限度的需求",擁有 精品 品牌 數量 基本 符合 購物 想要 日系 品牌 選擇 這裡 小間 滿足 限度 需求
2 週前,5,,
2 週前,2,餐點真的沒很好吃超級普通又貴,餐點 好吃 普通
2 週前,5,,
2 週前,5,ll好大好買,
2 週前,4,"位置偏僻道路小平日人流很少
地下一樓燈光有點昏暗
有不少外面少見的品牌
婦幼證可以免費停車",位置 偏僻 道路 平日 人流 很少 一樓 燈光 昏暗 不少 外面 少見 品牌 婦幼證 免費 停車
2 週前,4,,
2 週前,4,,
2 週前,5,,
2 週前,5,,
3 週前,4,品牌櫃位不夠多元,品牌 櫃位 多元
3 週前,4,異國風味的遊樂園,異國 風味 遊樂園
3 週前,5,,
3 週前,5,把握住連續假期的最後一天來此逛逛原以為應該沒什麼人確還是很多人到4樓美食廣場吃個簡餐喝個飲料也是假期休閒不錯選擇的好地方,把握住 假期 最後 逛逛 以為 很多 4樓 美食 廣場 簡餐 飲料 假期 休閒 不錯 選擇 地方
3 週前,5,,
3 週前,4,"好久沒來義大購物廣場
裡面商家很多挺好逛的
44兒童節停車免費呢真棒",購物 廣場 裡面 商家 很多 兒童節 停車 免費
3 週前,4,"因為是2100抵達所以非常好停車且非常沒啥人可能因為五月天還是阿妹演唱會
有租借寵物推車押金1000還車就退給你在C區無印良品後面但推車就照片這麼大只適合中型以下的這對中大型以上的寵物不友善了
且推車蠻破的拉鏈壞了想換一台說不行下面網子還破的為了自保我們離開櫃臺前有先錄影

就逛街吃飯地方
吃蠻多選擇商場裡有全家
商城都是好入手的品牌蠻好的比較親民

我有打去問飯店義大相關飯店都不接受寵物入住
11242","2100 抵達 停車 五月 演唱會 租借 寵物 推車 押金 1000 還車 退給 C區 良品 後面 推車 照片 適合 以下 中大型 以上 寵物 友善 推車 拉鏈 不行 下面 網子 自保 離開 櫃臺 錄影 逛街 吃飯 地方 選擇 商場 全家
 商城 入手 品牌 親民 打去 飯店 相關 飯店 接受 寵物 入住"
3 週前,3,,
3 週前,5,,
3 週前,5,,
3 週前,5,第一次去覺得很新奇逛街也還算好逛只是爆炸大逛五個小時才逛一小角落而已 ,第一 覺得 新奇 逛街 爆炸 大逛 小時 角落
3 週前,4,,
3 週前,4,,
3 週前,5,,
3 週前,4,左營站有接駁公車,左營站 接駁 公車
3 週前,3,,
3 週前,5,第一次來到義大覺得能打造這個遊樂園區很厲害適合帶小朋友來這裡遊玩 ,第一 來到 義大 覺得 打造 遊樂 園區 厲害 適合 小朋友 這裡 遊玩
3 週前,5,,
3 週前,5,,
3 週前,5,,
3 週前,2,希望櫃位能在年輕一點的感覺逛了一圈感覺適合中高齡的感覺但是停車相當方便,希望 櫃位 年輕 感覺 感覺 適合 中高齡 感覺 停車 方便
3 週前,5,腹地廣大品牌眾多方向感不好會不知自己在何處...,腹地 廣大 品牌 眾多 方向感 何處
3 週前,5,,
3 週前,5,很大店家很多會逛到腳痠餐廳選擇沒有很多,店家 很多 餐廳 選擇 沒有 很多
3 週前,2,規劃不好停車需停很遠走很久才到廣場也不好逛冷氣不強爛透的初體驗,規劃 停車 遠走 廣場 冷氣 爛透 體驗
3 週前,5,,
3 週前,3,,
3 週前,5,放鬆和購買所需物品的好地方,放鬆 購買 物品 地方
3 週前,5,適合親子同樂.逛街.品牌商品也比外面便宜選擇多,適合 親子 逛街 品牌 商品 外面 便宜 選擇
3 週前,3,,
3 週前,4,,
3 週前,4,,
3 週前,5,食衣住行.應有就有讓採購更方便.,食衣住行 採購 方便
3 週前,4,,
3 週前,5,逛街的好地方,逛街 地方
3 週前,4,喜歡義大美食街,喜歡 美食街
3 週前,5,,
4 週前,5,,
4 週前,5,住在義大皇家酒店有空橋通往購物廣場很方便購物廣場內各品牌店面及美食街很多選擇還有露天市集,住在 皇家 酒店 有空橋 通往 購物 廣場 方便 購物 廣場 品牌 店面 美食街 很多 選擇 露天 市集
4 週前,4,,
4 週前,4,,
4 週前,5,,
4 週前,5,,
4 週前,5,,
4 週前,4,,
1 個月前,4,,
1 個月前,4,還算不錯的outlet malls店家品牌貨物品項選擇多好逛好買,不錯 店家 品牌 貨物 品項 選擇
1 個月前,5,停車方便到月底前的六大優惠很棒希望可以一直有,停車 方便 月底 優惠 希望
1 個月前,5,常來逛運動量很足夠,運動量 足夠
1 個月前,3,,
1 個月前,5,,
