setTime,star,content,seg_result
3 天前,5,服務人員很熱情還可以買郵票,服務 人員 熱情 郵票
1 週前,5,,
2 週前,5,,
2 週前,5,,
3 週前,5,介紹的很詳細,介紹 詳細
4 週前,5,,
1 個月前,3,建築很新廁所非常乾淨前面有幾個停車位對面剛好是7Eleven和板里大宅旁邊就是海洋大學分校,建築 廁所 乾淨 前面 停車位 對面 7Eleven 大宅 旁邊 海洋 大學 分校
1 個月前,4,有時間性的播放馬祖地理風情播放室舒適幹凈旅遊資訊都可在此得到遊客中心外沙灘有時間也值得走走,時間性 播放 馬祖 地理 風情 播放室 舒適 幹凈 旅遊 資訊 得到 遊客 中心 沙灘 時間 值得 走走
1 個月前,5,這裡有許多北竿的相關資訊可供參考服務的阿姨也非常友善,這裡 許多 北竿 相關 資訊 參考 服務 阿姨 友善
1 個月前,5,"早上還是習慣來個咖啡三明治嗎愛不囉嗦Cafe是您很好的選擇簡單的烤吐司三明治加咖啡才1百出頭帕尼尼豐盛的早午套餐3百多週三鬆餅日飲料老闆幫妳買單口腹之慾兼顧公益一次讓妳滿足絕佳的CP值就在愛不囉嗦
 ",早上 習慣 咖啡 三明治 囉嗦 選擇 簡單 烤吐司 三明治 咖啡 1百 出頭 豐盛 早午 套餐 3百多 週三 鬆餅日 飲料 老闆 口腹之慾 兼顧 公益 滿足 絕佳 囉嗦
1 個月前,5,,
3 個月前,3,提供旅遊資訊內有洗手間二樓有咖啡館一樓有唐氏症基金會愛不囉嗦的店面,提供 旅遊 資訊 洗手間 二樓 咖啡館 一樓 唐氏症 基金會 囉嗦 店面
3 個月前,5,,
4 個月前,4,,
4 個月前,3,"這裡有北竿相關資訊可以先來做些功課了解一下歷史典故
這曾經是北竿免稅店(飛龍)但經歷了疫情後已經沒有營業囉 ",這裡 北竿 相關 資訊 功課 了解 一下 歷史 典故 北竿 免稅店 飛龍 經歷 疫情 營業
4 個月前,5,有閔東建築民宿及迷你版的馬祖廟,閔東 建築 民宿 迷你版 馬祖廟
4 個月前,4,使用洗手間補充飲水自備環保杯的好地方近期開始設立唐氏兒基金會相關產品與咖啡輕食點心區休憩看海非常舒適適合慢慢走的旅客雖然伴手禮多數是台灣運來少數打上北竿限定但是旅途中多消費一下可以鼓勵認真的組織咖啡簡餐訂價屬中價位但食材新鮮用得很好,使用 洗手間 補充 飲水 自備 環保杯 地方 近期 開始 設立 基金會 相關 產品 咖啡 輕食 點心區 休憩 舒適 適合 慢慢 旅客 伴手禮 多數 台灣 運來 少數 打上 北竿 限定 旅途 消費 一下 鼓勵 認真 組織 咖啡 簡餐 訂價 中價位 食材 新鮮
4 個月前,4,,
4 個月前,3,環境明亮,環境 明亮
4 個月前,3,,
4 個月前,5,,
5 個月前,4,服務人員熱心熱情令人覺得舒服的地方,服務 人員 熱心 熱情 覺得 舒服 地方
