setTime,star,content,seg_result
5 小時前,5,,
6 小時前,5,雲林大廟不必多說,雲林
11 小時前,1,"揮手攔車拜拜停車 100元 賣金紙
素值 觀感超不好
這個動作超級危險 還有廟旁的店家車子在移動 一直跟在你車子旁 摸車身 真的非常的危險

Ps縣府 廟方 要多多注意這樣的行為
把台灣的形象顧好 廟宇古蹟的形象顧好

20230426

祝福大家身體健康萬事如意",揮手 攔車 拜拜 停車 金紙 素值 觀感 動作 危險 店家 車子 移動 車子 車身 危險 縣府 廟方 注意 這樣 行為 台灣 形象 顧好 廟宇 古蹟 形象 顧好 祝福 身體 健康 萬事 如意
14 小時前,5,,
16 小時前,3,超有名的媽祖廟香火鼎盛,有名 媽祖廟 香火 鼎盛
18 小時前,5,"媽祖顯赫
風调雨順國泰民安","
風 调雨 泰民安"
1 天前,5,,
1 天前,4,,
1 天前,5,靈感廣大環保廁所整理得很乾淨,靈感 廣大 環保 廁所 整理 乾淨
1 天前,4,,
1 天前,4,,
1 天前,5,從嘉義乘坐 1 小時的巴士到北港參觀這座受歡迎的寺廟這對我來說只是一個普通的寺廟但它絕對是一個有很多追隨者的寺廟很幸運能在大甲媽媽祖節日期間在那裡通往寺廟正門的道路兩旁放著鞭炮還有一個小遊行第一次看到鋼管舞者參加寺廟遊行相信我以後需要經常訪問台灣 ,嘉義 乘坐 小時 巴士 北港 參觀 歡迎 寺廟 普通 寺廟 很多 追隨 寺廟 幸運 大甲 媽媽 節日 期間 那裡 通往 寺廟 正門 道路 兩旁 鞭炮 遊行 第一 看到 鋼管 舞者 參加 寺廟 遊行 相信 以後 需要 訪問 台灣
1 天前,5,香火鼎盛回憶的好所在,香火 鼎盛 回憶 所在
1 天前,5,"人潮湧現香煙裊裊
是平凡百姓心中信",人潮 湧現 香煙 裊裊 平凡 百姓
1 天前,5,,
1 天前,5,,
1 天前,5,,
1 天前,5,,
1 天前,5,不管是香火袋還是廟宇建築都相當樸實台灣媽祖信仰文化的中心非常推薦前往參拜,香火袋 廟宇 建築 樸實 台灣 信仰 文化 中心 推薦 前往 參拜
2 天前,5,文化聖地,文化 聖地
2 天前,4,,
2 天前,5,,
2 天前,5,,
3 天前,5,著名寺廟,著名 寺廟
3 天前,5,,
3 天前,4,,
3 天前,5,信仰的力量,信仰 力量
3 天前,5,"北港人的驕傲啊
馬祖靈驗
眾神明神威顯赫
外圍的碳烤無敵好吃生意更是狂
米茶更是讚古早味很推薦喔","北港人 驕傲 馬祖 靈驗 神明 神威 顯赫 外圍 碳烤 無敵 好吃 生意 狂
 米茶 早味 推薦"
3 天前,5,,
3 天前,5,媽祖慈悲,慈悲
3 天前,5,"媽祖慈悲的力量讓你很有感
和她說說話心情療癒感覺很棒",慈悲 力量 有感 說說話 心情 療癒 感覺
3 天前,5,真的人山人海 拜拜進香啦,人山人海 拜拜 進香
4 天前,5,,
4 天前,5,,
4 天前,5,,
4 天前,4,附近環境整齊商家眾多,附近 環境 整齊 商家 眾多
4 天前,5,康熙三十三年(1694)佛教臨濟宗第三十四代禪師僧樹璧奉湄洲天后宮神像來台在諸羅海口笨港登入時台灣荒地以闢人口日增笨港扼海交通要衝船隻輳集人口知增加尤速彼輩均來自福建素感神靈無從瞻拜故見僧人奉神像來遂議留為主持香火初賃民居矮屋低簷至為簡陋康熙三十九年再議公建時有陳立勳者為福建省同安縣人於明季即入台拓殖於今嘉義縣鹿草鄉六腳鄉雲林縣水林鄉北港鎮一帶擁有田園數百甲店面甚多為大業戶並於今廟前左側營土壟間碾米販運內地時感神靈思報神恩乃捐獻廟地編竹葺茅成一小祠規模雖小祈禱報賽殆無虛日,康熙 三十三年 第三十四 禪師 湄洲 天后宮 神像 諸羅海口 笨港 登入 台灣 荒地 人口 日增 笨港 交通 要衝 船隻 人口 增加 來自 福建 素感 神靈 瞻拜 僧人 奉神像 主持 香火 民居 矮屋 低簷 簡陋 康熙 三十九年 公建 福建省 同安縣 明季 拓殖 嘉義縣 鹿草鄉 六腳鄉 雲林縣 水林鄉 北港鎮 一帶 擁有 田園 數百 店面 業戶 左側 土壟間 碾米 販運 內地 時感 神靈 思報 神恩 捐獻 廟地 編竹 茅成 規模 祈禱 報賽 殆無 虛日
4 天前,5,,
4 天前,5,剛好遇到許多宮廟的陣頭與媽祖神轎進廟只能說能夠看到現場真的是感動到不行,剛好 遇到 許多 宮廟 陣頭 神轎 看到 現場 感動 不行
5 天前,5,,
5 天前,5,,
5 天前,5,童年好回憶,童年 回憶
5 天前,5,,
5 天前,5,廟前有很長老街很多賣傳統結婚大餅創意甜糕點傳統零食餅干甜點在地麻油廠商花生民俗創意玩具等橋邊有大停車場,很多 傳統 結婚 大餅 創意 甜糕點 傳統 零食 餅干 甜點 麻油 廠商 花生 民俗 創意 玩具 停車場
5 天前,4,,
5 天前,5,,
5 天前,5,,
6 天前,5,,
6 天前,4,"歷史悠久的廟宇 絡繹不絕的香客總是擠滿的廟宇
廟前老街人山人海
有許多在地特產可購買
周邊也有許多小吃美食
前往廟宇參拜 再到老街走走逛逛也是很不錯",歷史 悠久 廟宇 絡繹不絕 香客 擠滿 廟宇 老街 人山人海 許多 特產 購買 周邊 許多 小吃 美食 前往 廟宇 參拜 老街 走走 逛逛 不錯
6 天前,5,,
1 週前,5,,
1 週前,5,北港媽祖靈驗,北港 靈驗
1 週前,4,,
1 週前,4,,
1 週前,5,,
1 週前,5,,
1 週前,4,,
1 週前,4,,
1 週前,5,台灣媽祖廟的朝聖地,台灣 媽祖廟 朝聖
1 週前,5,,
1 週前,5,,
1 週前,5,,
1 週前,5,莊嚴,莊嚴
1 週前,5,,
1 週前,5,神聖寶地,神聖 寶地
1 週前,5,"香火鼎盛
無需多介紹
心誠則靈",香火 鼎盛 介紹
1 週前,5,,
1 週前,5,,
1 週前,4,莊嚴,莊嚴
1 週前,5,媽祖的保佑讓我更加堅強,保佑 堅強
1 週前,5,以北港人為榮媽祖廟 朝天宮媽祖更是無與倫比之 ,北港人 為榮 媽祖廟 朝天宮 無與倫比
1 週前,5,,
1 週前,5,,
1 週前,5,,
1 週前,5,香客絡繹不絕建築物真的很好看古色古香的 ,香客 絡繹不絕 建築物 好看 古色古香
1 週前,5,,
1 週前,4,,
1 週前,5,,
1 週前,5,人山人海回鄉必朝聖,人山人海 朝聖
1 週前,5,,
