setTime,star,content,seg_result
16 小時前,5,,
23 小時前,1,,
4 天前,4,,
4 天前,4,,
6 天前,5,富源國家森林遊樂區超棒風景美爬山運動沐浴在森林浴裡空氣清新讓人精神抖擻還可欣賞美麗的溪流和瀑布尤其是藍白色的溪水超美啊美不勝收令人驚豔歡迎大家來體驗,國家 森林 遊樂區 超棒 風景美 爬山 運動 沐浴 森林浴 空氣 清新 精神抖擻 欣賞 美麗 溪流 瀑布 藍白色 溪水 超美 美不勝收 驚豔 歡迎 體驗
1 週前,4,,
1 週前,4,,
1 週前,4,走到發抖的吊橋,走到 發抖 吊橋
2 週前,5,步道上風景秀麗 既可看風景又可健走 很讚,步道 風景 秀麗 風景 健走
2 週前,5,,
2 週前,5,"時間1120319
縣市花蓮縣瑞穗鄉
地點富源國家森林遊樂園
說明富源國家森林遊樂區是一座以樟樹林為主要樹種的森林遊樂區擁有多條林間步道吊橋瀑布園區內森林步道四通八達沿著環溪步道2沿著富源溪而上沿線景觀以富源溪谷為主巨石深潭滑瀑加上湛藍的溪水景致非常吸引人步道盡頭之富源瀑布別緻秀麗龍吟吊橋上除可欣賞整條瀑布外更可俯瞰整條富源溪谷視線直達遠處的海岸山脈
遊樂區還結合了蝴蝶谷渡假村每年38月是渡假村最佳的賞蝶季節蝴蝶在闊葉林間成群飛舞色彩繽紛美麗而且渡假村內也可以泡溫泉富源森林遊樂區不僅可欣賞美麗浪漫蝴蝶谷猶如走入電影阿凡達場景的大片的樟樹人造林走在龍吟吊橋可欣賞險峻的溪谷地形可說是花蓮的私房秘境
交通火車台鐵瑞穗站租機車",時間 1120319 縣市 花蓮縣 瑞穗鄉 地點 國家 森林 遊樂園 說明 國家 森林 遊樂區 樟樹林 樹種 森林 遊樂區 擁有 步道 吊橋 瀑布 園區 森林 步道 四通八達 環溪 步道 富源溪 沿線 景觀 溪谷 為主 巨石 深潭 滑瀑 湛藍 溪水 景致 吸引人 步道 盡頭 瀑布 別緻 秀麗 吊橋 欣賞 瀑布 俯瞰 富源 溪谷 視線 直達 遠處 海岸 山脈 遊樂區 結合 蝴蝶谷 渡假村 38月 渡假村 季節 蝴蝶 闊葉林 成群 飛舞 色彩 繽紛 美麗 渡假村 溫泉 森林 遊樂區 欣賞 美麗 浪漫 蝴蝶谷 猶如 走入 電影 場景 樟樹 人造林 龍吟 吊橋 欣賞 險峻 溪谷 地形 花蓮 秘境 交通 火車 台鐵 瑞穗站 機車
2 週前,4,"富源森林遊樂區又稱為蝴蝶谷
去看電影常可以看到的蝴蝶谷廣告就是這裡
入園需要門票內有停車場
這邊除了住宿過夜玩以外也能當一日遊的景點
不管是要住宿或是泡湯體驗大自然想建行的都能來
不同季節來的風情都不同可見到各種的花鳥樹木蝶蟲等

整個園區沿著富源溪而成型
四周有各種風情各種難度的步道可供選擇通往
環溪步道前半沿著富源溪畔平緩好走沿途生態多樣很適合散步健行
環溪步道後半過了富源吊橋可一路走到最深處的龍吟瀑布
想輕鬆建行的可以就此折返或是挑戰一下上樓梯通往龍吟吊橋
環山步道則是比較偏向山路行程對自己腳力有自信的可以前往
一路沿著山向上會通往龍吟吊橋觀景台
不折返的也可以通過龍吟吊橋來完成環狀路線
園區蠻大的如果腳力不夠的想一天逛完整個園區可能也蠻累的",富源 森林 遊樂區 稱為 蝴蝶谷 電影 看到 蝴蝶谷 廣告 這裡 入園 需要 門票 停車場 這邊 住宿 過夜 以外 景點 住宿 泡湯 體驗 大自然 建行 不同 季節 風情 不同 見到 花鳥 樹木 蝶蟲 園區 富源溪 成型 四周 風情 難度 步道 選擇 通往 環溪 步道 富源溪 平緩 沿途 生態 多樣 適合 散步 健行 環溪 步道 富源 吊橋 走到 深處 龍吟 瀑布 輕鬆 建行 折返 挑戰 一下 樓梯 通往 龍吟 吊橋 環山 步道 偏向 山路 行程 腳力 自信 前往 山向 通往 龍吟 吊橋 觀景台 折返 通過 龍吟 吊橋 完成 環狀 路線 園區 腳力 逛完 園區
2 週前,4,"很好的森林公園委外經營
時間不對沒有看到太多的蝴蝶
提供的晚餐是套餐點了牛排卻咬不動至少不是重組肉沒有專用的牛排刀提供的餐刀無法切牛排
不曉得當日是不是住客不多只有開放泡湯池大的spa池沒有熱水可惜",森林 公園 委外 經營 時間 看到 太多 蝴蝶 提供 晚餐 餐點 牛排 咬不動 重組 沒有 專用 牛排 提供 餐刀 牛排 曉得 當日 住客 開放 泡湯池 沒有 熱水 可惜
2 週前,5,整個森林遊樂區充滿了綠意一定要去龍吟吊橋以及龍吟瀑布藍色的溪水非常漂亮,森林 遊樂區 充滿 綠意 龍吟 吊橋 龍吟 瀑布 藍色 溪水 漂亮
2 週前,5,"很適合假日來踏踏青吸收負離子芬多精
門票價位可以接受全票150停車60
吊橋很美風景也很美水超級清澈真的就是心目中花蓮該有的樣子
有些路段比較陡但是只要不是下雨天來大致上都還蠻好走的這裡會有蛇出沒所以園區也有提供竹棍方便打草驚蛇很貼心

A very nice place for a near 1 hour round trip walk  easy hike. As long as its not raining its a relatively chill hike with some parts requiring more attention. But overall a very beautiful place for a family outing.",適合 假日 踏踏青 吸收 負離子 門票 價位 接受 150 停車 60 吊橋 風景 美水 清澈 心目中 花蓮 樣子 路段 下雨天 這裡 出沒 園區 提供 竹棍 方便 打草 驚蛇 貼心
2 週前,5,"沿途風景秀麗
適合帶一家大小來走走",沿途 風景 秀麗 適合 大小 走走
2 週前,5,,
2 週前,5,環境維護佳生態豐富適合親子同遊,環境 維護 生態 豐富 適合 親子
2 週前,5,身心靈放鬆的一個好地方.,身心 放鬆 地方
3 週前,5,有溫泉 有步道 滿滿芬多精 適合放鬆的好地方,溫泉 步道 滿滿 芬多精 適合 放鬆 地方
3 週前,4,,
3 週前,4,,
3 週前,5,,
4 週前,4,,
4 週前,5,走走不錯,走走 不錯
4 週前,5,,
1 個月前,5,,
1 個月前,5,後半段需要高強度腳力不要輕易嘗試 下雨打雷也不建議上去天氣潮濕須注意地上泥濘,需要 高強度 腳力 嘗試 下雨 打雷 建議 上去 天氣 潮濕 注意 泥濘
1 個月前,4,環境清幽泡湯設備齊全,環境 清幽 泡湯 設備 齊全
1 個月前,4,,
1 個月前,5,,
1 個月前,5,短短步行一個小時就從都市走到室外桃園的感覺最後的吊橋很美雖然辛苦又有懼高症但非常值得一看來回兩個多小時後再泡溫泉真是太享受了就算只是入園泡溫泉也很不錯很多家長帶小朋友來CP質很高,短短 步行 小時 都市 走到 桃園 感覺 最後 吊橋 辛苦 懼高症 值得 來回 小時 溫泉 享受 入園 溫泉 不錯 很多 家長 小朋友
1 個月前,5,"很棒的公園沿河和沿山的堅實步道網絡它們都不是太難我花了大約 2 個小時以悠閒的速度完成循環公園的主要景點是一座高聳的吊橋可以俯瞰整個山谷的全景還有一個高大而小的瀑布就在下面

他們目前正在沿河進行一些建設但即使在一個美好的周末也沒有很多人仍然非常安靜您可以沿著小徑看到許多蝴蝶聽到鳥兒的歌聲靠近入口處有一個漂亮的小花園和一個古老而宜人的公共溫泉

公園門票比較貴150美元泡溫泉還要加150美元但是我覺得很值我印象非常深刻雖然偏僻但我認為它是花蓮最好的自然景點之一",公園 堅實 步道 網絡 小時 悠閒 速度 完成 循環 公園 景點 高聳 吊橋 俯瞰 山谷 高大 瀑布 下面 目前 進行 一些 建設 美好 周末 沒有 很多 安靜 小徑 看到 許多 蝴蝶 聽到 鳥兒 歌聲 靠近 入口處 漂亮 花園 古老 宜人 溫泉 公園 門票 150 美元 溫泉 150 美元 覺得 印象 深刻 偏僻 認為 花蓮 自然 景點
1 個月前,5,園區適合喜歡健行的朋友全程步道都有整理過老人小孩都適合且標示清楚建議大家一定要走到龍吟吊橋欣賞美景健行結束還可以泡個溫泉放鬆疲憊的身軀,園區 適合 喜歡 健行 朋友 步道 整理 老人 小孩 適合 標示 清楚 建議 走到 欣賞 美景 健行 結束 溫泉 放鬆 疲憊 身軀
1 個月前,3,,
1 個月前,5,,
1 個月前,4,"舒適度高
運動量順
平穩度好
放輕鬆.散散步去看看囉",舒適度 運動量 平穩度 放輕鬆 散散步 看看
1 個月前,5,,
1 個月前,4,這次泡湯感覺水中很多雜質,泡湯 感覺 很多 雜質
1 個月前,4,,
1 個月前,5,,
1 個月前,5,,
2 個月前,4,泡湯感覺很好水療鵝頸設備較差如流水無衝擊效果,泡湯 感覺 水療 鵝頸 設備 流水 衝擊 效果
2 個月前,5,健行步道好走享受芬多精浸潤非常舒服湍流清澈溪水浸漫白色巨石一束飛瀑持然而下高懸吊橋橫跨兩山壁間身在其中心神舒暢真是美好D,健行 步道 享受 芬多精 浸潤 舒服 湍流 清澈 溪水 浸漫 白色 巨石 飛瀑 高懸 吊橋 橫跨 山壁 身在 心神 舒暢 美好
2 個月前,5,很漂亮要走不少路,漂亮 不少
2 個月前,4,很棒的很優靜沒有太多人潮可以自在悠閒漫步其中,優靜 沒有 太多 人潮 自在 悠閒 漫步
2 個月前,5,,
2 個月前,4,,
2 個月前,5,很棒的森林遊樂區步道十分美麗享受大自然的美景是很棒的選擇,森林 遊樂區 步道 美麗 享受 大自然 美景 選擇
