setTime,star,content,seg_result
1 天前,5,館內有許多適合學童參觀的設施不定期有策展活動能讓孩子開闊視野其中有一條高空走廊的施工非常神奇更是盡收館內外的美景非常建議父母親帶孩子逐樓層來一起體驗,許多 適合 學童 參觀 設施 策展 活動 孩子 開闊 視野 高空 走廊 施工 神奇 盡收 內外 美景 建議 父母親 孩子 樓層 體驗
1 天前,5,科學教育的好地方,科學 教育 地方
2 天前,5,"帶幼生至科教館校外教學
館場空間寬敞整潔廁所也很乾淨
很感謝館場工作人員每位都很有耐心且細心向幼生說明科學教具及如何操作讓孩子玩得盡興並留下美好回憶
科教館非常值得推薦",幼生 科教館 教學 館場 空間 寬敞 整潔 廁所 乾淨 感謝 館場 工作 人員 耐心 細心 幼生 說明 科學 教具 操作 孩子 盡興 留下 美好 回憶 科教館 值得 推薦
4 天前,5,"年前就安排了科教館這個行程因為孩子對近日的光之影海洋展相當有興趣
今天大約在九點五十分左右抵達這個時間停車場的位置只剩下不到二十個
因為旁邊的兒童新樂園也是用同一個停車空間所以停車場可說是相當搶手
晚個不到十分鐘就是天壤之別因為停車場滿了之後就要等車出來才會有空位
而這個時間大約是十點左右就算是八九點就停進去看展或是樂園遊玩的車輛更不可能兩小時就離開所以一旦進入排隊等車位的狀態就很可怕所以開車前往建議盡可能九點半就要抵達

光之影海洋展內容富有互動性與知識性色彩鮮豔繽紛孩子玩得相當愉快
可惜互動的模式變化較少但整體來說比起小美人魚可是精彩許多相當推薦

轉貼參觀資訊如下
展覽期間2022年12月23日(五)至2023年3月5日(日)
休展日122619116121(除夕)213220
展覽時間平日 10001700 周末國定假日寒假 10001800
最後入場時間閉館前30分鐘停止售票及入場
展出地點國立臺灣科學教育館7樓南側特展區 (台北市士林區士商路189號)
主辦單位寬宏藝術經紀股份有限公司
展覽原創藝術總監村松亮太郎NAKED INC.","安排 科教館 行程 孩子 近日 光之影 海洋展 興趣 今天 九點 五十分 左右 抵達 時間 停車場 位置 剩下 二十 旁邊 兒童 樂園 停車 空間 停車場 搶手 分鐘 天壤之別 停車場 之後 出來 空位 時間 十點 左右 八九點 停進去 樂園 遊玩 車輛 小時 離開 進入 排隊 車位 狀態 可怕 開車 前往 建議 九點半 抵達 光之影 海洋 內容 富有 互動性 知識性 色彩 鮮豔 繽紛 孩子 愉快 可惜 互動 模式 變化 較少 整體 小美人魚 精彩 許多 相當 推薦 轉貼 參觀 資訊 如下 展覽 期間 2022年 12月 23日 2023年 3月 5日 休展日 122619116121 除夕 213220
 展覽 時間 平日 周末 假日 寒假 最後 入場 時間 閉館 30 分鐘 停止 售票 入場 展出 地點 臺灣 科學 教育館 7樓 南側 特展區 台北市 士林區 士商路 189號 主辦 單位 寬宏 藝術 股份 有限公司 展覽 藝術 總監"
4 天前,4,,
4 天前,5,很多會動發光有聲音的遊樂教材,很多 動發光 聲音 遊樂 教材
5 天前,4,"小學生的好地方簡單的遊戲實驗按科學物理化學生物學數學歷史分類的目錄
對遊客來說太教育了不適合小孩子或幼兒園學生也不適合科學教育家長
費用不貴成人只需100新台幣兒童免費
良好的設計室內建築",小學生 地方 簡單 遊戲 實驗 科學 物理 化學 生物學 數學 歷史 分類 目錄 遊客 教育 適合 小孩子 幼兒園 學生 適合 科學 教育 家長 費用 成人 100 新台幣 兒童 免費 良好 設計 建築
5 天前,1,417早上B3停車場中央電梯左右兩側共4個電梯面板按上樓按鈕均無反應也沒有告示同時缺少或不明顯出口及樓梯位置圖好不容易才找到一隻樓梯走到一樓後才發現在建築物另外一面,417 早上 停車場 中央 電梯 左右 電梯 面板 上樓 按鈕 反應 告示 同時 缺少 明顯 出口 樓梯 位置圖 找到 樓梯 走到 一樓 發現 建築物 另外
6 天前,5,小孩可以玩一整天的好地方,小孩 地方
1 週前,5,,
