setTime,star,content,seg_result
6 天前,4,,
2 週前,3,還可以,
2 週前,5,小朋友玩水好地方要穿泳衣還要先準備吃的喝的因為裡面都沒賣算是野餐好去處吧另外很重要的還要記得帶拖鞋防蚊液和防曬乳喔非常好用,小朋友 玩水 地方 泳衣 準備 裡面 算是 野餐 去處 重要 記得 拖鞋 防蚊液 防曬乳 好用
3 週前,2,沒有維護園區造成遊客越來越少園方資金入不敷出更無力保持園區唯一可玩的划船跟小小滑水道的大叔跟帥哥都很客氣多給一顆星,維護 園區 造成 遊客 園方 資金 入不敷出 保持 園區 划船 小小 滑水道 大叔 帥哥 客氣
1 個月前,5,裡面植物整理的非常美麗非常適合散步散心,裡面 植物 整理 美麗 適合 散步 散心
2 個月前,5,185旁的遊樂園,185 遊樂園
2 個月前,1,"實際照片介紹有極大的落差 不太符合
這裡水上設施真的很不優環境幾乎都沒人整理雜草一堆最大的泳池看起來也荒廢上面滑水道長青苔也積水休息區蚊子蒼蠅一堆房間老舊地板灰塵一堆空氣中瀰漫濃濃霉味服務人員態度真的很不佳都用不耐煩口氣回答問題真的不推薦來這邊",實際 照片 介紹 落差 符合 這裡 設施 不優 環境 整理 雜草 泳池 荒廢 上面 滑水道 長青苔 積水 休息區 蚊子 蒼蠅 房間 老舊 地板 灰塵 空氣 瀰漫 濃濃 霉味 服務 人員 態度 不佳 不耐煩 口氣 回答 問題 推薦 這邊
2 個月前,1,以前去過感覺還不錯現在再去就像是紅樓夢裡寶玉多年後回去園子的景致物是全非仙人掌也枯萎的差不多了,以前 感覺 不錯 現在 寶玉 回去 園子 景致 仙人掌 枯萎 差不多
2 個月前,5,初四和家人去走走沒想到出乎意料的驚喜除了人潮少了些外門票便宜整體設施非常滿意游泳池水超乾淨沙灘也很不錯風景很有特色雖然還有些商店街都沒開門但可以出去買進來再吃整個園區整體覺得很棒划船因為水道長也划的很盡興真的很推薦大家假日來走走,初四 家人 走走 出乎意料 驚喜 人潮 外門票 便宜 整體 設施 滿意 游泳池 水超 乾淨 沙灘 不錯 風景 特色 商店街 開門 出去 買進來 園區 整體 覺得 划船 水道 盡興 推薦 假日 走走
2 個月前,5,"大學時期的迎新地點現在感覺人少很多但是門票現在是199人比起網路上的價格已經便宜一半
泳池很乾淨園區整理大概是冬天過年的緣故落葉清掃不全但是整體規畫底子依然存在久重葛花開齊放有漂漂池可以划船逡巡環繞園區漂漂池水質較髒但不影響賞園溫煦陽光搭著微風在無人的發呆亭休憩適合闔家踏青與夏季玩水的好地方",大學 時期 迎新 地點 現在 感覺 很多 門票 現在 199 網路 價格 便宜 一半 泳池 乾淨 園區 整理 冬天 過年 緣故 落葉 清掃 不全 整體 規畫 底子 存在 久重 葛花開齊 放有 漂漂池 划船 環繞 園區 漂漂池 水質 影響 賞園 溫煦 陽光 微風 發呆亭 休憩 適合 踏青 夏季 玩水 地方
2 個月前,3,飯店房間不錯可是樂園環境很差所以不敢下去玩且樂園員工明明說住宿的粉色手環可免費去樂園玩跟划船去到划船碼頭那居然說又要另外購船票態度也很差說我們的票卷是去年的可是明明是櫃檯昨天才發的退房時整台車還跑進去很多跑很快的黑螞蟻門窗關緊一樣都跑進去了整個度假心情已被打壞要來的人不要把車停他們外面草地停車場 ,飯店 房間 不錯 樂園 環境 下去 樂園 員工 住宿 粉色 手環 免費 樂園 划船 划船 碼頭 船票 態度 票卷 去年 櫃檯 昨天 退房 跑進去 很多 黑螞蟻 門窗 關緊 一樣 跑進去 度假 心情 打壞 外面 草地 停車場
2 個月前,2,"照片很美

但實際跟現場落差非常非常非常的大
現場幾乎沒人整理跟維修著名的仙人掌也很多都枯萎 泳池的部分沒有全部開放另外可能長期沒有人整理的關係蚊子爆多

現場環境真的很不好希望可以改善","照片 實際 現場 落差 大
 現場 整理 維修 著名 仙人掌 很多 枯萎 泳池 部分 沒有 全部 開放 長期 沒有 整理 關係 蚊子 現場 環境 希望 改善"
2 個月前,5,,
3 個月前,5,,
4 個月前,4,,
4 個月前,4,走一走散心不錯,散心 不錯
4 個月前,5,場地很大 去哪裡參加生存遊戲活動,場地 哪裡 參加 生存 遊戲 活動
4 個月前,3,場地步道失修 棧板爛掉走路要注意安全,場地 步道 失修 爛掉 走路 注意 安全
4 個月前,4,,
5 個月前,2,還好,
6 個月前,1,無聊的地方,無聊 地方
6 個月前,1,看起來都沒什在整理,整理
6 個月前,5,很開心跟家一起到大路觀玩環境很放鬆,開心 大路 觀玩 環境 放鬆
6 個月前,3,"漂啊漂啊漂漂河漂來漂去無定所
河道蜿蜒難掌舵船到橋頭難駛過
人生宛如漂漂河路途蜿蜒坎坷多
一不小心陷漩渦無法抽身日難過
耐心戰勝河東魔一帆風順終出頭",漂漂河 漂來漂去 河道 蜿蜒 橋頭 駛過 人生 宛如 漂漂河 路途 蜿蜒 坎坷 小心 漩渦 抽身 耐心 戰勝 河東 順終 出頭
6 個月前,5,,
6 個月前,1,不建議前往,建議 前往
6 個月前,1,"荒廢了走到哪都有蚊子
營區內沒有商店除了水樂園與划船區外其他地方都沒有維護到處都是落葉與殘枝更重要的是票價還不便宜",荒廢 走到 蚊子 營區 沒有 商店 水樂園 划船區 其他 地方 維護 落葉 殘枝 重要 票價 便宜
7 個月前,3,因疫情都沒人都荒廢了,疫情 荒廢
7 個月前,1,看起來像是是廢墟. 跟期待的落差太大 只能玩水除了一處水上設施有開放其他遊樂設施都. 目前不適合去還要付門票,廢墟 期待 落差 玩水 設施 開放 其他 遊樂 設施 目前 適合 門票
7 個月前,5,,
7 個月前,1,"跟FB照片介紹的有極大的落差 不太符合
這裡水上設施真的很不優.環境幾乎都沒人整理..雜草一堆.最大的泳池看起來也荒廢.上面滑水道長青苔也積水.休息區蚊子.蒼蠅一堆..有些地方看起來有點像廢虛..
枉費還不錯的景點.希望園方能積極一點環境能重新整理乾淨",照片 介紹 落差 符合 這裡 設施 環境 整理 雜草 泳池 荒廢 上面 滑水道 長青苔 積水 休息區 蚊子 蒼蠅 地方 廢虛 枉費 不錯 景點 希望 園方 積極 環境 整理 乾淨
7 個月前,3,,
7 個月前,2,,
