setTime,star,content,seg_result
25 分鐘前,5,,
1 小時前,5,水道價值連城可見以前先民及軍隊辛苦了工程浩大能有保護及價值讓我們人民看看真的有價值感,水道 價值連城 以前 先民 軍隊 辛苦 工程 浩大 保護 價值 人民 看看 價值感
7 小時前,5,,
11 小時前,4,20230416到訪每次來看到感受都很震撼這一次還是覺得非常的壯觀漂亮往最裡面走有陽光處可以看到清澈的水底有很多海魚門口有在販賣冰品夏天吃吃花生冰很享受坑道內也有在販賣紀念品有興趣可以逛逛,20230416 到訪 看到 感受 震撼 覺得 壯觀 漂亮 裡面 陽光處 看到 清澈 很多 海魚 門口 販賣 冰品 夏天 吃吃 花生 享受 坑道 販賣 紀念品 興趣 逛逛
12 小時前,5,好,
1 天前,5,,
1 天前,4,很讓人感到新鮮感到了裡面後就知道後不多留了,感到 新鮮感 裡面 知道
1 天前,5,這裡挺適合暖身游去廈門的,這裡 適合 暖身 游去 廈門
1 天前,4,,
1 天前,4,,
1 天前,5,"小時候總是聽長輩在金門當過兵的敘說如何搬運物資搶灘今天算是感覺到了以前不管長輩如何說很難想像還是眼見為實

題外話出口的福利社的蛋香好吃記得要買 ",小時候 長輩 金門 敘說 搬運 物資 搶灘 今天 算是 感覺到 以前 長輩 想像 眼見 題外話 出口 福利社 蛋香 好吃 記得
1 天前,5,人工開鑿的智慧結晶 ,人工 開鑿 智慧 結晶
2 天前,4,可深刻的體會當年國軍的辛苦,深刻 體會 當年 國軍 辛苦
2 天前,4,壯闊的軍事工程,壯闊 軍事 工程
2 天前,4,,
2 天前,5,,
2 天前,5,很涼很舒服,舒服
3 天前,5,,
3 天前,5,,
3 天前,5,,
3 天前,4,,
3 天前,5,,
4 天前,5,,
4 天前,5,"完全是避暑勝地光是站在坑道入口處就有涼風不斷放送進去之後更是有著透心涼的天然冷氣太舒服啦

另外值得一提的是園區的廁所是又新又乾淨請放心使用",避暑 勝地 坑道 入口處 涼風 放送進去 之後 透心 冷氣 舒服 值得 園區 廁所 乾淨 放心 使用
4 天前,5,,
5 天前,5,前輩努力開闢花崗岩的坑道,前輩 努力 開闢 花崗岩 坑道
5 天前,5,,
5 天前,4,,
5 天前,4,,
5 天前,5,水面如鏡,水面
6 天前,5,,
6 天前,5,"深度很深面積很廣值得參觀
難以相信當年作戰是要在這種潮濕伸手不見五指的地方待好幾天",深度 面積 值得 參觀 相信 當年 作戰 潮濕 伸手 五指 地方 好幾
6 天前,5,,
6 天前,5,很有記憶點震撼震撼到恍神,記憶 震撼 震撼 恍神
6 天前,5,很震撼,震撼
1 週前,5,進入坑道才知道戰爭後的生活就只能像畜生一樣躲在坑洞裡苟活想打仗抗中的自己往前撲加油,進入 坑道 知道 戰爭 生活 畜生 一樣 坑洞 打仗抗 加油
1 週前,5,非常另人驚豔充滿歷史的景點,驚豔 充滿 歷史 景點
1 週前,5,,
1 週前,5,,
1 週前,4,,
1 週前,5,,
1 週前,4,當初用人力一斧一鑿一鎬開鑿洞為了保障台灣本島的安全可看出是多麼地用心和困難的,當初 人力 開鑿 保障 台灣 本島 安全 看出 用心 困難
1 週前,5,,
1 週前,5,走走,走走
1 週前,5,坑道裡拍起來別有一番風味,坑道 拍起來 別有 風味
1 週前,5,感受到當時開鑿工程的堅鉅,感受到 當時 開鑿 工程 堅鉅
1 週前,5,"有地下金門之稱
823炮戰動用無數的官兵不簡單
謝謝您們保家衛國",金門 炮戰 動用 無數 官兵 簡單 謝謝 保家衛國
1 週前,5,金門著名景點之一在坑道中可容納大船以花崗岩洞口前的毋忘在莒翟山坑道內有很長且寬闊的坑道及水道聽導遊說是八二三砲戰期間才辛苦鑿出這條能夠容納42艘水道小艇又被譽為地下金門傑作之一,金門 著名 景點 坑道 容納 花崗岩 洞口 毋忘 莒翟山 坑道 寬闊 坑道 水道 導遊 八二三 砲戰 期間 辛苦 鑿出 容納 42 水道 譽為 金門 傑作
1 週前,5,,
1 週前,5,4月8日金門三日旅遊,4月 8日 金門 旅遊
1 週前,5,,
1 週前,5,,
1 週前,5,,
1 週前,4,非常棒的戰地風光,戰地 風光
1 週前,5,,
1 週前,4,,
1 週前,5,,
1 週前,5,前人的鬼斧神工很難想像這一切都是用人工鑿出來的很值得來看看,前人 鬼斧神工 想像 一切 人工 鑿出來 值得 看看
1 週前,5,,
1 週前,5,金門必去景點,金門 景點
1 週前,5,避暑好地方,避暑 地方
1 週前,5,,
2 週前,5,,
2 週前,5,,
2 週前,5,,
2 週前,5,偉大值的探訪的坑道,偉大值 探訪 坑道
2 週前,5,可體會當初國軍開鑿坑道的辛苦,體會 當初 國軍 開鑿 坑道 辛苦
2 週前,5,,
2 週前,5,,
2 週前,5,"很有意思的地方

值得進去一看 ",有意思 地方 值得 進去
2 週前,5,,
2 週前,5,,
2 週前,4,,
2 週前,4,,
2 週前,3,,
2 週前,5,,
2 週前,5,,
2 週前,5,來金門一定要來這邊走走看看拍照 水很清澈 又有倒影可以拍照,金門 這邊 走走 看看 拍照 清澈 倒影 拍照
2 週前,5,,
2 週前,5,"有解說員講解對歷史背景較瞭解
進坑道後也比較知道裡面設計是什麼原理",解說員 講解 歷史 背景 瞭解 坑道 知道 裡面 設計 原理
2 週前,5,保留滿完整的坑道水很清澈可以看到底下的魚拍起來好像一面鏡子映出坑道的上方感覺好像沒有水的樣子,保留 完整 坑道 清澈 看到 底下 拍起來 鏡子 映出 坑道 上方 感覺 沒有 樣子
2 週前,5,,
2 週前,5,,
2 週前,4,,
2 週前,5,走進翟山坑道神秘洞穴內彷彿開啟新的探險旅程般來到金門不願意錯過很美的翟山坑道就連到小金門也不願意錯過很有特色的九宮坑道呢擁有神秘洞穴美感之稱的翟山坑道值得收藏列入口袋名單金門景點之一超美神秘洞穴水上步道好拍必遊的翟山坑道鬼斧神工戰地風情特色景點,走進 翟山 坑道 神秘 洞穴 開啟 探險 旅程 來到 金門 願意 錯過 翟山 坑道 小金門 願意 錯過 特色 九宮坑道 擁有 神秘 洞穴 美感 翟山 坑道 值得 收藏 列入 口袋 名單 金門 景點 超美 神秘 洞穴 步道 好拍必遊 翟山 坑道 鬼斧神工 戰地 風情 特色 景點
2 週前,5,金門最美水上坑道翟山坑道先人鬼斧神工暗藏玄機的戰地風情來金門值得到訪景點之一,金門 水上坑道 翟山 坑道 先人 鬼斧神工 暗藏玄機 戰地 風情 金門 值得 到訪 景點
2 週前,5,景色特別的戰地風光,景色 特別 戰地 風光
2 週前,5,,
2 週前,5,這坑道循階梯而下就可以走進翟山坑道幽暗的光線裡鬼斧神工的軍事傑作坑道內的海水超級清澈還可以拍到倒影花崗岩的結理超級壯觀坑道盡頭接引著深不見底的海水還有小型的毋忘在莒可以拍,坑道 階梯 走進 翟山 坑道 幽暗 光線 鬼斧神工 軍事 傑作 坑道 海水 清澈 拍到 倒影 花崗岩 結理 壯觀 坑道 盡頭 接引 見底 海水 小型
2 週前,5,"戰後建立的坑道免費.必看景點
青天白日勳章120可買
辛苦的建設成果 ",戰後 建立 坑道 免費 景點 青天 白日 勳章 120 辛苦 建設 成果
2 週前,5,"好吃的蛋香
吃完再逛坑道
對面的鮮奶冰棒20可以帶著走 ",好吃 蛋香 吃完 坑道 對面 鮮奶 冰棒 20
2 週前,5,免門票,門票
2 週前,5,,
2 週前,5,好吃,好吃
2 週前,5,,
2 週前,5,,
2 週前,5,很特別值得一去的地方可感受到當時阿兵哥的辛苦,特別 值得 地方 感受到 當時 阿兵哥 辛苦
2 週前,5,很特別,特別
2 週前,5,"裡面很好玩也很大跟成功坑道差很多
也很漂亮可以逛很久排很久
還是有水路的 可能以前要用船來運送物資是這次去第二喜歡的坑道",裡面 好玩 成功坑道 很多 漂亮 水路 以前 運送 物資 第二 喜歡 坑道
2 週前,5,從堅實的花崗岩開鑿出巨大廣闊的山洞渠道在當年前線作戰的物資運補得以順利地輸送前輩國軍官兵的辛勞付出值得後世敬佩,堅實 花崗岩 開鑿出 巨大 廣闊 山洞 渠道 當年 前線 作戰 物資 運補 順利 輸送 前輩 國軍 官兵 辛勞 付出 值得 後世 敬佩
2 週前,4,相信我你的第一句話有魚耶,相信 第一
2 週前,5,,
3 週前,5,瞭解以前貨物運送的坑道,瞭解 以前 貨物 運送 坑道
3 週前,5,,
3 週前,5,金門最有名氣的坑道觀光人潮不斷但頗值得到訪感受前人的毅力以及當年作戰的辛勞,金門 名氣 坑道 觀光 人潮 不斷 值得 到訪 感受 前人 毅力 當年 作戰 辛勞
3 週前,5,,
3 週前,5,,
3 週前,4,,
3 週前,3,店家提早下班無法好好逛紀念品,店家 提早 下班 紀念品
3 週前,5,,
3 週前,4,,
3 週前,5,,
3 週前,5,"這裡是很好走走晃晃的坑道裏面非常涼爽而且水面非常清澈乾淨邊上的岩壁很好拍照取景特定的期間有演奏會表演建議可以先查詢時間
裏面還有幾條小魚坑道裡面很多點可以拍照但到下午就結束保養留意時間就可以還有很多旅行團會到裡面拍照多注意安全",這裡 走走 晃晃 坑道 裏面 涼爽 水面 清澈 乾淨 邊上 岩壁 拍照 取景 期間 演奏會 表演 建議 查詢 時間 裏面 坑道 裡面 很多 拍照 下午 結束 保養 留意 時間 很多 旅行團 裡面 拍照 注意 安全
3 週前,5,,
3 週前,5,,
3 週前,4,,
3 週前,5,沿路歷史的鑿痕感謝前人的辛苦,歷史 鑿痕 感謝 前人 辛苦
3 週前,5,,
3 週前,5,"是個很大的坑道
有機會會想來參加音樂節 ",坑道 機會 參加 音樂節
3 週前,5,看了為阿兵哥辛苦掉眼淚難以置信,阿兵哥 辛苦 眼淚 難以置信
3 週前,4,,
4 週前,5,"金門最值得來的景點之一

這坑道當初是用來補給金門的物資給淺船到港用的如今已經用水閘門關閉所以裡面的水紋非常細微讓上面的岩壁倒映看起來更逼真非常漂亮",金門 值得來 景點 坑道 當初 用來 補給 金門 物資 如今 水閘門 關閉 裡面 水紋 細微 上面 岩壁 倒映 逼真 漂亮
4 週前,5,,
4 週前,5,,
4 週前,5,,
4 週前,5,,
1 個月前,5,,
1 個月前,5,小心東西掉落,小心 東西 掉落
1 個月前,3,,
1 個月前,5,原為了躲藏軍艦炸出來的坑道如今成為觀光景點坑道很壯觀每年的10月還舉辦坑道音樂節很值得來訪,躲藏 軍艦 炸出來 坑道 如今 成為 觀光 景點 坑道 壯觀 10月 舉辦 坑道 音樂節 值得 來訪
1 個月前,5,,
1 個月前,5,水質清澈到金門沒來這走走滿可惜的,水質 清澈 金門 走走 可惜
1 個月前,5,很棒,
1 個月前,5,,
1 個月前,5,"高粱冰淇淋很棒
坑道也很值得參觀",高粱 冰淇淋 坑道 值得 參觀
1 個月前,5,非常漂亮在這裡可以感受歷史洪流下的寧靜,漂亮 這裡 感受 歷史 洪流 寧靜
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,4,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,4,,
1 個月前,5,,
1 個月前,4,,
1 個月前,4,,
1 個月前,4,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,非常美麗的地方,美麗 地方
1 個月前,5,,
1 個月前,4,蠻值得去,值得
1 個月前,5,,
1 個月前,5,,
1 個月前,5,"天氣好
非常好拍
裡面很冷 ",天氣 裡面
1 個月前,5,回音很大裡面滿陰涼的,回音 裡面 陰涼
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,"象徵一個時代的坑道來金門一定要來看看讚歎先人們的鬼斧神工
進入坑道後 涼爽許多
看完後可去觀海台看看景色優美氛圍想當愜意",象徵 時代 坑道 金門 看看 讚歎 先人 鬼斧神工 進入 坑道 涼爽 許多 看完 觀海台 看看 景色 優美 氛圍 想當 愜意
1 個月前,5,,
1 個月前,5,,
1 個月前,5,,
1 個月前,5,一個神奇的地方想像一下在花崗岩上鑽一個洞 60 年前那些士兵鑽了一個足夠大的洞和一條長長的水道供補給船駛入花崗岩山以避免來自中國的砲擊哇眼見為實,神奇 地方 想像 一下 花崗岩 60  那些 士兵 足夠 長長 水道 補給船 駛入 花崗岩 避免 來自 中國 砲擊 眼見
1 個月前,5,,
1 個月前,5,,
1 個月前,3,,
1 個月前,4,,
1 個月前,5,,
1 個月前,5,鬼斧神工嘆為觀止,鬼斧神工 嘆為觀止
1 個月前,4,金門必遊景點代表座,金門 景點 代表座
1 個月前,5,"讚嘆大自然的鬼斧神工
走進坑道被這樣美麗的景給震憾到說不出話連呼吸瞬間快要靜止真的太美了
沿著坑道下樓梯後會有兩個步道步道的重點都是一樣的 ",讚嘆 大自然 鬼斧神工 走進 坑道 美麗 震憾 呼吸 瞬間 靜止 坑道 樓梯 步道 步道 重點 一樣
1 個月前,5,,
1 個月前,5,,
1 個月前,5,很有特色的景點,特色 景點
1 個月前,5,在以前負有戰略價值的軍事設施,以前 負有 戰略 價值 軍事 設施
1 個月前,5,很難想像當年開鑿坑道的艱辛真是肅然起敬,想像 當年 開鑿 坑道 艱辛 肅然起敬
1 個月前,5,推薦景點免費入園,推薦 景點 免費 入園
1 個月前,5,翟山坑道規模頗為驚人坑道全長約101公尺寬6公尺高3.5公尺水道為A字型有文化有學習成長這具有歷史意義的戰時坑道百聞不如一見1958年第二次台海危機後因戰略因素考量陸軍金門防衛指揮部在1963年運用金門特殊地質花崗岩與此處特殊的地形所開鑿出的一條水上補給坑道還是不要有戰爭最好了,翟山 坑道 規模 驚人 坑道 101 公尺 公尺 3.5 公尺 水道 字型 文化 學習 成長 具有 歷史 意義 戰時 坑道 不如 1958年 第二 台海 危機 戰略 因素 考量 陸軍 金門 防衛 指揮部 1963年 運用 金門 特殊 地質 花崗岩 特殊 地形 開鑿出 補給 坑道 戰爭
1 個月前,5,,
1 個月前,5,坑道保持得很好,坑道 保持
1 個月前,5,很美的地下坑道,坑道
1 個月前,5,坑道裡水面鏡面反射的畫面好美很特別的經驗,坑道 水面 鏡面 反射 畫面 特別 經驗
1 個月前,4,戰備坑道 可見得以前多緊張,戰備 坑道 緊張
1 個月前,5,,
1 個月前,5,很有金門戰地特色的景點戰爭時期為了安全和運輸而鑿的坑道坑道內水路與海岸相通值得一遊,金門 戰地 特色 景點 戰爭 時期 安全 運輸 坑道 坑道 水路 海岸 相通 值得
1 個月前,5,風景很漂亮水面的景色好特別會讓人感覺好像水很深的錯覺入口的蛋餅好吃,風景 漂亮 水面 景色 特別 感覺 錯覺 入口 蛋餅 好吃
1 個月前,3,,
1 個月前,5,,
