setTime,star,content,seg_result
2 天前,5,,
3 天前,4,,
2 週前,5,"布展中未能進去參觀
在館外走走也不錯",布展 進去 參觀 走走 不錯
2 週前,3,"整修 佈展中
期待再訪",整修 佈展 期待
2 週前,5,,
2 週前,4,,
3 週前,5,,
3 週前,4,票價便宜讚讚,票價 便宜 讚讚
4 週前,5,非常精湛的藝術作品不知不覺就逛了不少時間適合情侶培養藝術氣息,精湛 藝術 作品 不少 時間 適合 情侶 培養 藝術 氣息
1 個月前,5,,
1 個月前,2,,
1 個月前,3,,
1 個月前,1,"縣政府的大館
空間很大內容很少
行政人員志工都坐著玩手機
個人認為石雕展毫無深度沒有介紹牌導覽需預約現場昏暗名稱的牌子有高有低無統一性
直接去七星潭看石頭還比較實在
很難想像這是縣政府的大館
非常無聊
我們納稅人的錢都被花在這種養冗員的地方",縣政府 大館 空間 內容 行政 人員 志工 手機 認為 石雕展 毫無 深度 沒有 介紹牌 導覽 預約 現場 昏暗 名稱 牌子 統一性 直接 七星潭 石頭 實在 想像 縣政府 大館 無聊 納稅人 冗員 地方
1 個月前,5,門票不貴可以看看石雕的美麗創作與原住民善用植物的生活智慧製作各種實用物品,門票 看看 石雕 美麗 創作 原住民 善用 植物 生活 智慧 製作 實用 物品
1 個月前,5,,
1 個月前,4,,
1 個月前,3,門票20元 半小時就逛完了,門票 20 小時 逛完
1 個月前,5,,
1 個月前,5,"目前館內有在呼吸及敲擊的迴響兩個主題的展覽而在博物館後方的石雕公園另外也還有多件藝術作品不管是平日還是假日都很適合全家一同漫步欣賞
另外博物館在假日的時候也會有一些體驗活動可以參加如果大小朋友想要一同參與可以到官方網站先行查詢",目前 呼吸 敲擊 迴響 主題 展覽 博物館 後方 石雕 公園 藝術 作品 平日 假日 適合 漫步 欣賞 博物館 假日 時候 一些 體驗 活動 參加 大小 朋友 想要 參與 官方 網站 查詢
1 個月前,5,,
1 個月前,4,,
1 個月前,5,"平日下雨天找了可以從事室內活動的博物館門票20學生憑證10原本以為石雕博物館應該布滿了灰塵又老又舊沒想到乾淨整潔又明亮充滿了時尚感全館共有四大展區每季有不同的展覽主題這次的主題是採石彩石紅的方向一樓大廳介紹花蓮三大流域石頭特色及採石方法原本以為是裝置藝術的東西透過導覽人員的解說才了解到是石頭的採集方法和工具還設計很多的互動體驗讓大人小孩都不無聊細看全館約需12個小時戶外還有石雕公園讓孩子跑跑跳跳
這麼棒的場所竟然只有幾個遊客真是太可惜了應該要好好推廣一下如果可以設置相關石頭紀念品或文創手作小物販售應該更好

住宿推薦
悠悅民宿
小旅行迷你公寓
景點推薦
粉鳥林祕境
曼波海灘
山度空間
花蓮縣石雕博物館
美食推薦
欣欣麵館
春日手工麵糊蛋餅店

歡迎追蹤IGlynn._.foodie
美食評論老實說",平日 下雨天 從事 活動 博物館 門票 20 學生 憑證 10 以為 石雕 博物館 布滿 灰塵 乾淨 整潔 明亮 充滿 時尚感 共有 展區 不同 展覽 主題 主題 石彩 石紅 方向 一樓 大廳 介紹 花蓮 流域 石頭 特色 方法 以為 裝置 藝術 東西 導覽 人員 解說 了解到 石頭 採集 方法 工具 設計 很多 互動 體驗 大人 小孩 無聊 細看 12 小時 戶外 石雕 公園 孩子 跑跑 跳跳 場所 遊客 可惜 好好 推廣 一下 設置 相關 石頭 紀念品 手作 小物 販售 住宿 推薦 民宿 旅行 迷你 公寓 景點 推薦 粉鳥林 祕境 曼波 海灘 山度 空間 花蓮縣 石雕 博物館 美食 推薦 麵館 春日 手工 麵糊 蛋餅 歡迎 追蹤 美食 評論
1 個月前,5,藝術大師廖清雲的系列作品展演,藝術 大師 系列 作品 展演
1 個月前,5,,
2 個月前,3,"石雕博物館
.
環島沿途從宜蘭到花蓮的海邊都在撿石頭
對撿石產生很大的興趣所以找了石雕博物館想要看看
結果我什麼都沒看到只看到別人借場地辦展覽
門票20元",石雕 博物館 環島 沿途 宜蘭 花蓮 海邊 石頭 產生 興趣 石雕 博物館 想要 看看 看到 看到 場地 展覽 門票 20
2 個月前,5,整修中目前沒什麼好看的但廣場逛逛倒是還可以,整修 目前 好看 廣場 逛逛 還可以
2 個月前,4,最近裡面有一個展場是很奇妙的VR體驗他很像是人體藝術但可能因為我平常不常接觸藝術啦他有點恐怖我很像看到針刺在裸體的人身上吧其他展場都還可以希望可以有多一點互動性的設施並多做一些宣傳提升花蓮的美感氣息,最近 裡面 展場 奇妙 體驗 人體 藝術 平常 接觸 藝術 恐怖 看到 裸體 其他 展場 希望 多一點 互動性 設施 一些 宣傳 提升 花蓮 美感 氣息
2 個月前,5,,
2 個月前,5,這次前來是因為展覽後花蓮八景很美很值得戶外擺設別有一番風味天氣好的話很適合帶小孩來放電,前來 展覽 花蓮 值得 戶外 擺設 別有 風味 天氣 適合 小孩 放電
2 個月前,5,,
2 個月前,1,地址好像有誤2023.01.28到訪花蓮石雕博物館入口在民權路那要google文化中心石雕公園那邊才找的到,地址 到訪 花蓮 石雕 博物館 入口 民權路 文化 中心 石雕 公園 那邊
2 個月前,4,閒坐戶外草坪放空拍照很愜意用心陳設的室內特展可窺得原先住民的自然人文藝術樣貌,閒坐 戶外 草坪 放空 拍照 愜意 用心 陳設 特展 窺得 住民 自然 人文 藝術 樣貌
2 個月前,5,每次都有很棒的展出所以我每回必看,展出
2 個月前,5,門票20員很便宜地點位於石雕公園旁展覽新潮不輸北美館的品質志工很熱心的導覽,門票 20 便宜 地點 位於 石雕 公園 展覽 新潮 北美館 品質 志工 熱心 導覽
3 個月前,5,"花蓮好地方人文薈萃
允文允武人材比比皆是
石雕家展現作品精緻細膩完美
希望全世界皆能看到美麗花蓮",花蓮 地方 人文薈萃 人材 比比皆是 石雕家 展現 作品 精緻 細膩 完美 希望 世界 看到 美麗 花蓮
3 個月前,3,,
3 個月前,4,,
3 個月前,1,不推 給一顆星就夠了,
3 個月前,2,石雕博物館裡面沒有石雕展覽只有一層樓售票處說二樓不開放參觀所以不用5分鐘就走完了看了完全跟跟石雕沒有關係的藝術短片只有門外的一個石雕何必買門票進去真是大失所望,石雕 博物館 裡面 沒有 石雕 展覽 售票處 二樓 開放 參觀 分鐘 走完 石雕 沒有 關係 藝術 短片 石雕 門票 進去 大失所望
3 個月前,3,展覽不是很吸引人,展覽 吸引人
3 個月前,1,看不到石雕的石雕博物館門票費還沒給票券或收據可惜了這麼大的場館徐縣長加加油,石雕 石雕 博物館 門票費 票券 收據 可惜 場館 縣長 加油
3 個月前,1,展出的項目不符 石雕在哪騙很大還我20元還沒給收據花蓮縣政府要管理一下吧,展出 項目 不符 石雕 20 收據 花蓮縣 政府 管理 一下
3 個月前,1,裡面什麼石雕都沒展 只有一堆垃圾 爛死,裡面 石雕 垃圾
3 個月前,4,目前常態展均已撤掉 特展東西不多有些可惜,目前 常態展 撤掉 特展 東西 可惜
3 個月前,5,,
3 個月前,1,20塊太貴了   館內根本沒東西好參觀,20 東西 參觀
4 個月前,3,,
4 個月前,5,,
4 個月前,4,"門票20元

目前館內展示大自然環境保護相關的主題

戶外散落各處的裝置藝術比較符合石雕作品的概念",門票 20 目前 展示 大自然 環境 保護 相關 主題 戶外 散落 裝置 藝術 符合 石雕 作品 概念
4 個月前,4,,
4 個月前,5,附近好停車有許多展覽可參觀逛完還能在戶外走走環境乾淨整潔,附近 停車 許多 展覽 參觀 逛完 戶外 走走 環境 乾淨 整潔
4 個月前,2,按照導航到了只發現是個福利大樓不死心再找了一下才知道地址有3棟樓進去一看老人家不用收費其他的收20元本以為是可欣賞好多大師的雕塑沒想到只是展示一些毫不相干的事物只有在外面廣場可看到幾個雕塑唉名不符實,導航 發現 福利大樓 死心 一下 知道 地址 進去 老人家 收費 其他 20 以為 欣賞 好多 大師 雕塑 展示 一些 相干 事物 外面 廣場 看到 雕塑 名不符實
4 個月前,1,博物館裡面沒有什麼可以參觀服務人員收完門票後也不介紹一下動線只能站在入口處罰站再跑去問售票員售票員也只有說你們就自己逛逛只有一層樓二樓不開放參觀 1 樓不用 5分鐘就走完了還收門票態度又不好真是大失所望,博物館 裡面 沒有 參觀 服務 人員 收完 門票 介紹 一下 動線 入口 處罰站 跑去 售票員 售票員 逛逛 二樓 開放 參觀 分鐘 走完 門票 態度 大失所望
4 個月前,3,,
4 個月前,2,室內展示品和石頭不相關無法理解,展示品 石頭 相關 理解
4 個月前,5,"門票20
順路可以去看看
我很愛的兩個石雕","門票 20
 看看 石雕"
4 個月前,1,詐騙除公園內有部分大型石雕作品管內跟本沒有石雕展覽展些其他非石雕物件,詐騙 公園 部分 大型 石雕 作品管 沒有 石雕 展覽展 其他 石雕 物件
4 個月前,2,"沒有展覽
空當當的
卻要門票
不如說
沒可展覽的作品
不開放即可
沒有東西
卻收費
太扯",展覽 門票 展覽 作品 開放 沒有 東西 收費
4 個月前,5,"散步好去處
館內導覽員都很貼心",散步 去處 導覽員 貼心
4 個月前,5,,
5 個月前,3,20元如門票二樓不能參觀工作人員比參訪人數多園區也不大,20 門票 二樓 參觀 工作 人員 參訪 人數 園區
