setTime,star,content,seg_result
19 小時前,4,逛逛走走看花草古蹟,逛逛 走走 花草 古蹟
1 天前,4,"不想人擠人運用平日時間踏訪山上水道博物館環境果然很清幽舒適從票券的設計就能感受到巧思園區腹地很大有小火車接駁但要等班次及另外購票如果能提供腳踏車或協力車會更好
一入園惦記著山上水道最象徵性的打卡點一桶一桶的金屬沈澱池建築管線到筒型設施門後的夕陽光照映真的好美會讓人想用心品味日治時期的水利工程呢看那個引用曾文溪一路運用地利條件的剖面圖真是嘆為觀止可想見對於台南府城的城市發展有多大的幫助
當然作為居住在烏山頭水庫湖畔的我發現八田與一技師竟然也跟山上水道有淵源感到有趣本身經營的大崎聚落園區大崎村落創藝基地距離山上水道博物館僅15分鐘的路程深感中央地方政府的相關部門應該多進行觀光接待點的整合創造旅客更豐富的區域旅遊服務提升地方自明性以及文化經濟效益",運用 平日 時間 踏訪 水道 博物館 環境 清幽 舒適 票券 設計 感受到 巧思 園區 腹地 火車 接駁 班次 提供 腳踏車 協力 入園 惦記 水道 象徵性 打卡點 金屬 沈澱池 建築 管線 筒型 設施 夕陽 照映 用心 品味 時期 水利 工程 引用 曾文溪 運用 地利 條件 剖面圖 嘆為觀止 想見 台南 府城 城市 發展 幫助 作為 居住 烏山頭 水庫 發現 技師 水道 淵源 感到 有趣 經營 大崎 聚落 園區 大崎 村落 創藝 基地 水道 博物館 15 分鐘 路程 深感 中央 地方 政府 相關 部門 進行 觀光 接待點 整合 創造 旅客 豐富 區域 旅遊 服務 提升 地方 自明性 文化 經濟 效益
1 天前,5,,
2 天前,4,,
3 天前,5,"是個溜小孩的好去處至少待半天
klook可購買九折票",小孩 去處 購買
3 天前,1,寬廣無趣,寬廣 無趣
3 天前,5,適合遛小孩,適合 小孩
4 天前,4,,
4 天前,5,很適合出遊的地點,適合 出遊 地點
4 天前,5,,
5 天前,5,"購買慢遊手札兩人同行一次免費
活動只到20230430

館區很大是個好散步+充實知識的好地方
透過精緻的歷史建築
可以明白前人的如何努力
讓使用水這件事情變得簡單

所有設施都維護的很好
餐廳廁所也都非常乾淨

還有非常適合小朋友玩的遊戲區
來這裡安排一場親子旅遊
絕對是個很好的選擇

(去日本不如來逛台南的花園水道博物館)",購買 慢遊 手札 免費 活動 20230430 館區 散步 充實 知識 地方 精緻 歷史 建築 明白 前人 努力 使用 事情 簡單 所有 設施 維護 餐廳 廁所 乾淨 適合 小朋友 遊戲區 這裡 安排 親子 旅遊 選擇 日本 不如 台南 花園 水道 博物館
5 天前,5,,
6 天前,5,椰道花旗木開的燦爛花草樹木滿園區了解自來水運作2023.4.18 午後,椰道 花旗 燦爛 花草 樹木 園區 了解 自來水 運作 2023.4.18 午後
1 週前,5,,
1 週前,4,,
1 週前,4,,
1 週前,4,在這裡您可以了解日本人參與台灣南部水道開發的地方這是一個美麗的地方,這裡 了解 日本人 參與 台灣 南部 水道 開發 地方 美麗 地方
1 週前,5,,
1 週前,5,裡面很大還有遊園公車可以坐不錯適合大朋友小朋友一起來玩還有街頭藝人開唱及各館可以參觀,裡面 遊園 公車 適合 朋友 小朋友 街頭 藝人 開唱 參觀
1 週前,4,"舒服小園區
可網路購票也可現場買票",舒服 園區 網路 現場
1 週前,5,無心插柳柳成蔭沒有想到可以欣賞到花旗木的美,無心 成蔭 想到 欣賞到 花旗木
1 週前,5,園區寬廣環境舒適是個值得造訪的好地方,園區 寬廣 環境 舒適 值得 造訪 地方
1 週前,4,水道博物館腹地寬廣有小孩遊戲區有會動的恐龍模型沙坑還有其他兒童挖土機體驗也有草地可以野餐另一邊主要是博物館水道展覽很適合拍照整個美輪美奐目前票價台南市民有優惠,水道 博物館 腹地 寬廣 小孩 遊戲區 恐龍 模型 沙坑 其他 兒童 挖土機 體驗 草地 野餐 博物館 水道 展覽 適合 拍照 美輪美奐 目前 票價 台南 市民 優惠
1 週前,2,枯水期來此簡直自虐,枯水期 來此 自虐
1 週前,5,原本的山上淨水場在民國71年的時候退役時過境遷留下了這幾處充滿歷史感的紅色建築很有味道後來台灣水公司把這裡捐贈給台南市政府經改建之後成了如今的台南山上花園水道博物館,淨水場 民國 71年 時候 退役 時過境遷 留下 充滿 歷史感 紅色 建築 味道 後來 台灣 公司 這裡 捐贈給 台南市政府 改建 之後 如今 台南 花園 水道 博物館
