name,setTime,star,content
Max Tseng,1 天前,5,
羅德炫,1 天前,5,
黃育秋,3 天前,5,
王狗狗,3 天前,5,
王奕笙,3 天前,5,
牛爸,4 天前,5,世界級的觀光工廠，口罩的原料到機器都是最高等級，戴上口罩就知道用心製作，每一片製造都看的見，超推
Hung Line,6 天前,5,"服務很好 顏色超級多

打卡還拿到實用方便的創新口罩"
多多,1 週前,5,👍👍👍👍👍 …
梁淑怡,1 週前,5,快點來看看
台庭,1 週前,5,有好玩的遊戲也有舒適的環境， 口罩的花樣很多，旅程中途到這裡休息一下比想像中好玩！
謝佳芸,2 週前,5,知性趣味兼具！服務人員親切又專業👍 …
Huiching,2 週前,5,五星級服務，小姐非常親切
ENC L.,2 週前,5,服務人員親切又可愛，製作口罩的人員都辛苦了。
楊慧敏,2 週前,5,服務小姐人美心善，超讚的。
大雅,2 週前,5,
Longfa Ruo,2 週前,5,鑽石型口罩舒適好戴 推推
郭佩珊,2 週前,5,
方詠騰,2 週前,4,
YH Fanelu,2 週前,5,"遊戲很好玩，
現場工作人員很親切，
不會推銷。"
鄭明明,2 週前,5,即便是中午休息時間，看見我們一家三口，仍然立刻導覽解說，館內互動遊戲有趣，還可兌換小禮物，館內人員親切有禮，值得嘉許！鑚石型口罩舒適好戴，值得一遊參觀選購喔！
尹聖聖,2 週前,5,好棒很好用，服務人員親切
Money,2 週前,5,質量皆優
WEI LIN,3 週前,4,"可以了解口罩的製造過程和材質。
參觀入線不大，但滿多口罩可以選的。
小小孩的口罩有點少，比較可惜。"
陳姿姿,3 週前,4,
蘇怡樺,3 週前,4,可以提升口罩知識，現場也有販賣口罩膠布
漾.,3 週前,5,꒱ ≧ ω ≦ ꒱～♡
菲丫XD,3 週前,5,非常好玩
楊仁廷,3 週前,5,👍 …
張紫翎,3 週前,5,可
張銘元（Edward chang）,3 週前,5,讚哦！
陳俊龍,3 週前,5,
劉淑雲,3 週前,5,很棒
蔡晴竹,3 週前,5,眾多種類可以選擇，價格也實惠，讚
陳億殷,3 週前,5,親自走一趟口罩工廠了解口罩製成 獲益良多
蔡君琴,4 週前,5,
吳建勳,4 週前,5,
安,1 個月前,5,很棒
許菀婷,1 個月前,5,超棒的觀光工廠
鄭小胖,1 個月前,5,可以瞭解口罩的生產過程👍 …
Claire Chuang,1 個月前,5,好的
Sin Yu,1 個月前,5,學到很多口罩的小知識。口罩真好看，還很便宜
段海蓮,1 個月前,5,很棒
廖政忠,1 個月前,5,很棒的地方，買口罩可到這來
ying wu,1 個月前,5,很棒👍 …
蔡汶芳,1 個月前,5,
Urbi Chen,1 個月前,5,"可以帶小朋友來了解口罩的製造過程
服務人員也很親切
試戴的新型口罩也很舒服"
劉亞儒,1 個月前,5,"很多好玩的小遊戲，
也很多多功能的口照罩
值得一游"
fish chen,1 個月前,5,"很多好玩的小遊戲，
也很多多功能的口照罩
值得一游"
周冠宏,1 個月前,5,
蔡謝月秀,1 個月前,5,
蔡謝月秀,1 個月前,5,
嘉義市-幼教師-蔡淑萍,1 個月前,5,
貓頭鷹,1 個月前,5,認真想買口罩的人可以去逛逛，蠻多不同功能性的口罩，路邊停車也方便。
barsa ho,1 個月前,5,
Torng,1 個月前,5,
林品岑,1 個月前,5,"工作人員都很親切～
鑽石型口罩戴起來相當舒適！👍 …"
陳撐小撐屁,1 個月前,5,口罩很便宜
咩,1 個月前,5,現場買很便宜喔!
黃林湖,1 個月前,5,很讚很讚玩遊戲還送口罩！不錯👍
Esther_14,1 個月前,5,"很讚很讚!! 臨時來沒預約沒想到還有專人導覽耶❤️❤️
玩遊戲過關還送媽祖口罩捏
還可以檢驗自己戴的口罩是否合格真的蠻特別的～
推薦大家可以來買口罩👍👍 …"
王政傑,1 個月前,5,
曾麗珊,1 個月前,5,免門票，導覽人員很用心的解說，口罩顏色多種類也多，目前有優惠價，有需要的朋友可以前來參觀及選購👍 …
Nicky,1 個月前,5,導覽人員講解很細心！
佩蓉,1 個月前,5,口罩體驗及介紹很棒
御水芯,1 個月前,5,可以認識口罩製作和衛生相關知識👍 …
林俊宏,1 個月前,5,好棒
小圭洪,1 個月前,5,鑽石型口罩真的好戴
yen-jen wang,1 個月前,5,口罩好好呼吸
許文嘉,1 個月前,5,有很多免費口罩可以拿～讚👍 …
Chris Yu,1 個月前,5,觀光好趣處
蔣瓊如,1 個月前,5,打卡送好禮
同,1 個月前,5,打卡送好禮
蔡琇鈞,1 個月前,5,專業口罩公司👍 …
蔡宗霖,1 個月前,5,打卡送好禮
陳見安,1 個月前,5,他們家的口罩真的好戴，挺舒服的
HsiaoWen Ma,1 個月前,5,全世界最最最大的口罩在這裡
顏宏年,1 個月前,5,
abby,1 個月前,5,口罩材質舒適，非常好戴
張佳瑜,1 個月前,5,好多口罩，任你挑到手軟
李浩銘,2 個月前,5,
布丁,2 個月前,5,服務的很讚，鑽石口罩真的好帶
家豪,2 個月前,5,優質服務，鑽石口罩試戴，就買了，超級舒服好帶
黃冠倫,2 個月前,5,
黃靖卉,2 個月前,5,
Wei chi Huang,2 個月前,5,
Mountain C,2 個月前,5,服務人員認真親切，不小心又買了些口罩
jerry cheng,2 個月前,5,服務人員很熱情，禮物送的很大方。
鄭志寧,2 個月前,5,環境舒適 冷氣很涼
夏小芝,2 個月前,5,有好新奇的口罩喔
夏懋原,2 個月前,5,服務很好 環境舒服
lmr lie,2 個月前,5,棒呆了，男的帥 女的美，服務人員都很熱心
楊智凱,2 個月前,5,好玩
莊小燕,2 個月前,5,
LING SHIEH,2 個月前,5,讚👍 …
蕭韻庭,2 個月前,5,送很多小禮物！
陳佳綾,2 個月前,5,服務態度很好👍
傳凱,2 個月前,5,天氣熱可以來走走停留30分鐘左右
Patrick Chensan,2 個月前,1,
柯勝中,2 個月前,5,平日去就只剩去買口罩，沒辦法遛小孩，不知道假日會不會多了什麼活動，口罩種類跟功能很多，自己感覺材質好像也比我們一般通路要好🤔沒有比較便宜但感覺比較厲害👍
宥宥,2 個月前,5,
金融資訊系陳宥伶,2 個月前,5,
幽靈陳,2 個月前,5,
Yuxiang Lin,2 個月前,5,
Chi,2 個月前,4,可試戴口罩，服務人員和門口守衛人員很親切，停車部分，可停路邊
邱如杏,2 個月前,4,
王俊信,2 個月前,5,
盧鈺甯,2 個月前,5,
阿哲張,2 個月前,5,舒適的環境
黃信傑,2 個月前,5,很好玩
joline Lin,2 個月前,5,不錯！
蕭Sean,2 個月前,5,划算優惠
黃世偉,2 個月前,5,地方乾淨明亮
黃凱郁,3 個月前,5,走入觀光工廠，知道口罩製作流程，防止病毒入侵
江惠君,3 個月前,5,口罩很不錯👍 …
楊菠菜,3 個月前,5,口罩很棒，符合生活所需。
方右,3 個月前,5,乾淨舒服的空間
郭小玉,3 個月前,5,買口罩
方文,3 個月前,5,不錯👍 …
楊盛鴻,3 個月前,5,讚👍 …
賴李阿雅,3 個月前,5,
大宇宙,3 個月前,5,口罩棒棒
Albee Hsieh,3 個月前,5,口罩工廠👍 …
tass chen,3 個月前,4,
7610 Lin,3 個月前,5,園區不需門票，車子可停外面路邊，入園有介紹口罩生產流程，還有口罩DIY可讓小朋友自行創作，也有許多口罩販售
魏淑珠,3 個月前,5,可以看到口罩製造過程算是很好的體驗
Li Zane,3 個月前,5,
wen2923 lee,3 個月前,5,
Neo,3 個月前,5,口罩款式多，還有小遊戲拿贈品
柯苡諄,4 個月前,5,
yihua chen,4 個月前,5,
Hua Hua Chen,4 個月前,5,很好逛的地方
田中高中90805黃泳霖,4 個月前,5,口罩很好看
林宴鈴,4 個月前,5,繪畫比賽真好玩
Zoe Hope,4 個月前,5,很棒的地點
炅訄,4 個月前,3,沒有專屬停車場，但路邊滿好停的，因為觀光場地不大所以沒什麼人潮，十五分應該就能逛完了，建議真的有需要購買口罩再來即可，打卡送滿多東西的，算滿大方的
閎智楊,4 個月前,5,有趣的地方，口罩種類多
林國揚,4 個月前,5,口罩的重要性，很棒，支持國產
yuting W_,4 個月前,5,讓小朋友認識口罩知識👍 …
謝貴瑜,4 個月前,5,
郁婷,4 個月前,5,
YinChen Lin,4 個月前,5,
湯翔閔,4 個月前,5,"人員服務親切，很多親子體驗
口罩品質也都很棒"
意婷林,4 個月前,5,好買   兒童畫畫好玩
曾美麗,4 個月前,5,田中幸光
Xu,4 個月前,3,
王美雲,4 個月前,5,剛好參加彩繪diy 有趣
莊素女,5 個月前,5,口罩款式超多款
林怡妏,5 個月前,5,小姐很專業、口罩款式超多
張家進,5 個月前,4,
Bevan Wang,5 個月前,4,可參觀口罩製作方法，各式口罩可挑選，也有特價商品優惠。
歐怡君,5 個月前,5,棒棒
石慧婷,5 個月前,5,服務小姐態度親切
Ivy Liu,5 個月前,5,讚啦
林可蘇,5 個月前,5,好買好看好便宜。
狠皮,5 個月前,3,口罩總類不多，參觀的區域小
Chang CHien miso,5 個月前,4,
春秋義理,5 個月前,5,老闆熱誠客氣
倩盈藍,5 個月前,5,很棒的環境，可帶小朋友了解口罩製造過程，好停車，買口罩的好地方。
曾 黎 龍蛇虎鶴豹 五龍堂 曾旗福,5 個月前,5,
EB W,5 個月前,4,
Trace Maple,5 個月前,3,單純只是來買口罩，雖然是說觀光工廠，但覺得還可以做的更好
郁雁高,5 個月前,5,好好買
陳明章,5 個月前,4,
Amy Hsu,5 個月前,4,
ghan koni Chan,5 個月前,4,
林秀珠,5 個月前,5,很好玩喔！
陳原況,5 個月前,5,
陳嘉蘋,5 個月前,5,可以直接看到口罩製成 很有趣的地方
王禎宇,5 個月前,5,
彭嘉麗,6 個月前,5,鑽石型口罩很漂亮舒適
hsiaohan,6 個月前,5,口罩組合價格比市價便宜一點，服務人員很親切介紹
林文偉,6 個月前,4,
張興國,6 個月前,4,
林建庭,6 個月前,5,
吳家惠,6 個月前,5,
午夜,6 個月前,5,新奇實用
紀心渝,6 個月前,5,很棒的口罩觀光工廠👍👍👍 …
陳明君,6 個月前,5,口罩工廠導覽規劃的很用心～讚讚～
Chen Stan,6 個月前,5,棒棒，很好的體驗，服務人員親切
簡宗川,6 個月前,5,
王惠文,6 個月前,5,專業口罩
"CRISSTAR, 唯妮CRS (CRISSTAR)",6 個月前,5,很親切的服務，專利型口罩很方便！
Joy Chang,6 個月前,4,
黃志杰,6 個月前,5,
曾家政,6 個月前,2,
Edward Tseng,6 個月前,5,立體口罩非常好用
C.Y Yang (羊咩咩),6 個月前,5,
蕭妙期,6 個月前,5,路線清楚，可以認識口罩製作過程，很有趣
紀錄大叔,6 個月前,5,"鑽石口罩戴起來很舒服
比較貼合
很建議購買"
古鈺萍,6 個月前,5,有專利的鑽石型口罩超讚欸，試戴超舒服的。大推～
尚志軍,6 個月前,3,服務好
M R,6 個月前,5,
陳彥翔,6 個月前,5,
芯妤歐,7 個月前,5,很棒
張r,7 個月前,5,環境整潔，動線規劃很好
鄒亮宜,7 個月前,5,很多樣式
劉慧苓,7 個月前,5,很多選擇，可以來逛逛喔
周巧茵,7 個月前,5,很多樣式可以來逛^^
郭仕康,7 個月前,2,"裡面的口罩沒有比較便宜，到蝦皮買就可以了。
裡面非常的「小」，工作人員非常的不耐煩，過年期間辛苦了。"
黃國豪,7 個月前,5,服務人員親切
陳美惠,7 個月前,5,不錯！
賴正任,7 個月前,5,讚~~
賴冠婷,7 個月前,5,雖然沒戴到vr眼鏡，但很適合來走一遭~
林美鳳,7 個月前,5,警衛親切，服務人員熱心親切介紹詳細
陳秀月,7 個月前,5,服務小姐態度親切友善
劉政鑫,7 個月前,5,服務人員親切體貼又有耐心，很棒的觀光工廠
劉盈君,7 個月前,5,鑽石型口罩獨特、又透氣，大推！
諾亞柯南,7 個月前,3,
虛空魔神,7 個月前,3,
亮亮超人媽,7 個月前,5,好玩
王義銘,7 個月前,5,很棒的觀光口罩工廠
JL C,7 個月前,5,口罩好戴透氣
呂琇雯,7 個月前,5,口罩讚啦！
Chinyin Hou (Hou),7 個月前,5,👍
趙廷晏,7 個月前,4,還不錯，可以來走走
Jim Wu,7 個月前,5,觀光工廠好玩
李佳蓉,7 個月前,5,新春 彰化觀光工廠玩透透
許雅琪,7 個月前,5,
欣霓,7 個月前,3,
盧阿虎,7 個月前,5,人員很親切，口罩可以試戴，非常開心
elle B,7 個月前,5,口罩很便宜呦
Vincent,7 個月前,5,口罩讚！
Shan Tasi,7 個月前,5,補貨口罩的好地方
